"Dataset","Scenario","q","Year","SSB","SSB_95_lo","SSB_95_hi","SSB_base","StdDev_base","SSB_base_95_lo","SSB_base_95_hi"
"WEE","S1",0.2,1983,1972360,1080873.6,2863846.4,1926540,417958,1107342.32,2745737.68
"WEE","S1",0.2,1984,2050630,1134725.92,2966534.08,2001670,429638,1159579.52,2843760.48
"WEE","S1",0.2,1985,2086540,1159926.48,3013153.52,2035630,434878,1183269.12,2887990.88
"WEE","S1",0.2,1986,2085570,1163031.32,3008108.68,2034490,433336,1185151.44,2883828.56
"WEE","S1",0.2,1987,2058130,1152116.08,2964143.92,2009020,426462,1173154.48,2844885.52
"WEE","S1",0.2,1988,2016690,1133976.56,2899403.44,1970570,416479,1154271.16,2786868.84
"WEE","S1",0.2,1989,1965150,1108973,2821327,1922740,404973,1128992.92,2716487.08
"WEE","S1",0.2,1990,1934140,1098096.12,2770183.88,1894910,396678,1117421.12,2672398.88
"WEE","S1",0.2,1991,1919980,1094478.96,2745481.04,1882830,392647,1113241.88,2652418.12
"WEE","S1",0.2,1992,1920390,1097225.28,2743554.72,1884170,392034,1115783.36,2652556.64
"WEE","S1",0.2,1993,1938450,1105242.24,2771657.76,1899260,395898,1123299.92,2675220.08
"WEE","S1",0.2,1994,1974020,1121784.56,2826255.44,1929810,403230,1139479.2,2720140.8
"WEE","S1",0.2,1995,2040190,1156035.96,2924344.04,1987640,416289,1171713.56,2803566.44
"WEE","S1",0.2,1996,2095670,1187382.48,3003957.52,2037020,426074,1201914.96,2872125.04
"WEE","S1",0.2,1997,2110580,1193117.72,3028042.28,2046010,428049,1207033.96,2884986.04
"WEE","S1",0.2,1998,2090250,1181045.2,2999454.8,2022450,422377,1194591.08,2850308.92
"WEE","S1",0.2,1999,2052970,1163908.12,2942031.88,1984310,412168,1176460.72,2792159.28
"WEE","S1",0.2,2000,1997470,1137998.24,2856941.76,1930370,398324,1149654.96,2711085.04
"WEE","S1",0.2,2001,1931390,1106784.68,2755995.32,1867440,382551,1117640.04,2617239.96
"WEE","S1",0.2,2002,1855710,1069397.2,2642022.8,1796150,365587,1079599.48,2512700.52
"WEE","S1",0.2,2003,1765560,1020646.32,2510473.68,1710920,347094,1030615.76,2391224.24
"WEE","S1",0.2,2004,1656760,957886.72,2355633.28,1607890,326287,968367.48,2247412.52
"WEE","S1",0.2,2005,1550300,896830.12,2203769.88,1507420,305946,907765.84,2107074.16
"WEE","S1",0.2,2006,1453610,842752.48,2064467.52,1416770,287019,854212.76,1979327.24
"WEE","S1",0.2,2007,1371160,796629.12,1945690.88,1340010,271138,808579.52,1871440.48
"WEE","S1",0.2,2008,1311550,764521.84,1858578.16,1285280,259407,776842.28,1793717.72
"WEE","S1",0.2,2009,1271730,744562.52,1798897.48,1249500,251140,757265.6,1741734.4
"WEE","S1",0.2,2010,1240730,728772.12,1752687.88,1221560,244692,741963.68,1701156.32
"WEE","S1",0.2,2011,1212530,713857,1711203,1195460,238717,727574.68,1663345.32
"WEE","S1",0.2,2012,1202420,710467.84,1694372.16,1186300,235702,724324.08,1648275.92
"WEE","S1",0.2,2013,1211100,718469.68,1703730.32,1194900,236041,732259.64,1657540.36
"WEE","S1",0.2,2014,1222750,725711.64,1719788.36,1206270,237983,739823.32,1672716.68
"WEE","S1",0.2,2015,1220490,721668.04,1719311.96,1204820,238551,737260.04,1672379.96
"WEE","S1",0.2,2016,1195600,700243.32,1690956.68,1182060,236565,718392.6,1645727.4
"WEE","S1",0.2,2017,1159610,671583.72,1647636.28,1150070,233179,693039.16,1607100.84
"WEE","S1",0.2,2018,1115740,638560.36,1592919.64,1111920,228689,663689.56,1560150.44
"WEE","S1",0.2,2019,1058190,596510.04,1519869.96,1061000,222336,625221.44,1496778.56
"WEE","S1",0.2,2020,1003390,558058.4,1448721.6,1015000,216286,591079.44,1438920.56
"WEE","S1",0.2,2021,957342,527127.88,1387556.12,979053,211438,564634.52,1393471.48
"WEE","S1",0.2,2022,928306,507570.44,1349041.56,961497,209920,550053.8,1372940.2
"WEE","S1",0.2,2023,907335,492079.6,1322590.4,947226,209461,536682.44,1357769.56
"WEE","S1",0.4,1963,1882230,1029863.24,2734596.76,1897550,420361,1073642.44,2721457.56
"WEE","S1",0.4,1964,1894990,1041041.52,2748938.48,1909820,420987,1084685.48,2734954.52
"WEE","S1",0.4,1965,1909730,1051732.16,2767727.84,1922030,421436,1096015.44,2748044.56
"WEE","S1",0.4,1966,1907950,1043840.88,2772059.12,1916610,421879,1089727.16,2743492.84
"WEE","S1",0.4,1967,1906470,1029618.92,2783321.08,1909930,424340,1078223.6,2741636.4
"WEE","S1",0.4,1968,1905350,1012034.92,2798665.08,1903070,427831,1064521.24,2741618.76
"WEE","S1",0.4,1969,1902720,994563.8,2810876.2,1894740,430780,1050411.2,2739068.8
"WEE","S1",0.4,1970,1898950,979365.04,2818534.96,1885190,432473,1037542.92,2732837.08
"WEE","S1",0.4,1971,1886420,961309.8,2811530.2,1868000,432013,1021254.52,2714745.48
"WEE","S1",0.4,1972,1844730,923040,2766420,1823390,428166,984184.64,2662595.36
"WEE","S1",0.4,1973,1787690,879141.8,2696238.2,1765580,420772,940866.88,2590293.12
"WEE","S1",0.4,1974,1713920,827480.6,2600359.4,1692860,410118,889028.72,2496691.28
"WEE","S1",0.4,1975,1637610,778706.64,2496513.36,1618570,397494,839481.76,2397658.24
"WEE","S1",0.4,1976,1579700,749555.72,2409844.28,1562780,384516,809128.64,2316431.36
"WEE","S1",0.4,1977,1535590,730680.72,2340499.28,1520060,372908,789160.32,2250959.68
"WEE","S1",0.4,1978,1517680,729391.52,2305968.48,1502610,364937,787333.48,2217886.52
"WEE","S1",0.4,1979,1556100,767960.48,2344239.52,1539760,364223,825882.92,2253637.08
"WEE","S1",0.4,1980,1638200,833586.68,2442813.32,1619510,371155,892046.2,2346973.8
"WEE","S1",0.4,1981,1750360,913757.52,2586962.48,1728180,385332,972929.28,2483430.72
"WEE","S1",0.4,1982,1853470,978671.04,2728268.96,1826710,402136,1038523.44,2614896.56
"WEE","S1",0.4,1983,1957820,1047709.68,2867930.32,1926540,417958,1107342.32,2745737.68
"WEE","S1",0.4,1984,2036420,1101049.2,2971790.8,2001670,429638,1159579.52,2843760.48
"WEE","S1",0.4,1985,2072580,1126327.28,3018832.72,2035630,434878,1183269.12,2887990.88
"WEE","S1",0.4,1986,2071770,1129986.08,3013553.92,2034490,433336,1185151.44,2883828.56
"WEE","S1",0.4,1987,2044460,1119910.36,2969009.64,2009020,426462,1173154.48,2844885.52
"WEE","S1",0.4,1988,2003120,1102776.36,2903463.64,1970570,416479,1154271.16,2786868.84
"WEE","S1",0.4,1989,1951530,1078802.76,2824257.24,1922740,404973,1128992.92,2716487.08
"WEE","S1",0.4,1990,1920650,1068651.72,2772648.28,1894910,396678,1117421.12,2672398.88
"WEE","S1",0.4,1991,1906530,1065429.32,2747630.68,1882830,392647,1113241.88,2652418.12
"WEE","S1",0.4,1992,1906830,1068357.68,2745302.32,1884170,392034,1115783.36,2652556.64
"WEE","S1",0.4,1993,1925080,1075917.84,2774242.16,1899260,395898,1123299.92,2675220.08
"WEE","S1",0.4,1994,1960910,1091438.32,2830381.68,1929810,403230,1139479.2,2720140.8
"WEE","S1",0.4,1995,2028290,1123912.68,2932667.32,1987640,416289,1171713.56,2803566.44
"WEE","S1",0.4,1996,2084500,1153980.2,3015019.8,2037020,426074,1201914.96,2872125.04
"WEE","S1",0.4,1997,2100130,1159257.48,3041002.52,2046010,428049,1207033.96,2884986.04
"WEE","S1",0.4,1998,2080380,1147431.76,3013328.24,2022450,422377,1194591.08,2850308.92
"WEE","S1",0.4,1999,2043760,1130956.64,2956563.36,1984310,412168,1176460.72,2792159.28
"WEE","S1",0.4,2000,1988820,1105977.2,2871662.8,1930370,398324,1149654.96,2711085.04
"WEE","S1",0.4,2001,1923200,1075784.2,2770615.8,1867440,382551,1117640.04,2617239.96
"WEE","S1",0.4,2002,1847880,1039536.8,2656223.2,1796150,365587,1079599.48,2512700.52
"WEE","S1",0.4,2003,1757990,992045.52,2523934.48,1710920,347094,1030615.76,2391224.24
"WEE","S1",0.4,2004,1649190,930746.12,2367633.88,1607890,326287,968367.48,2247412.52
"WEE","S1",0.4,2005,1542710,871188.52,2214231.48,1507420,305946,907765.84,2107074.16
"WEE","S1",0.4,2006,1445930,818565.36,2073294.64,1416770,287019,854212.76,1979327.24
"WEE","S1",0.4,2007,1363380,773676.76,1953083.24,1340010,271138,808579.52,1871440.48
"WEE","S1",0.4,2008,1303710,742450.28,1864969.72,1285280,259407,776842.28,1793717.72
"WEE","S1",0.4,2009,1263830,723058.16,1804601.84,1249500,251140,757265.6,1741734.4
"WEE","S1",0.4,2010,1232670,707507.6,1757832.4,1221560,244692,741963.68,1701156.32
"WEE","S1",0.4,2011,1204050,692356.72,1715743.28,1195460,238717,727574.68,1663345.32
"WEE","S1",0.4,2012,1193190,687964.72,1698415.28,1186300,235702,724324.08,1648275.92
"WEE","S1",0.4,2013,1200650,694093.88,1707206.12,1194900,236041,732259.64,1657540.36
"WEE","S1",0.4,2014,1210720,698993.4,1722446.6,1206270,237983,739823.32,1672716.68
"WEE","S1",0.4,2015,1206840,692953.48,1720726.52,1204820,238551,737260.04,1672379.96
"WEE","S1",0.4,2016,1180470,670103.64,1690836.36,1182060,236565,718392.6,1645727.4
"WEE","S1",0.4,2017,1142970,640776.84,1645163.16,1150070,233179,693039.16,1607100.84
"WEE","S1",0.4,2018,1097590,607903.6,1587276.4,1111920,228689,663689.56,1560150.44
"WEE","S1",0.4,2019,1038820,566881.4,1510758.6,1061000,222336,625221.44,1496778.56
"WEE","S1",0.4,2020,982633,530176.8,1435089.2,1015000,216286,591079.44,1438920.56
"WEE","S1",0.4,2021,935015,501380.68,1368649.32,979053,211438,564634.52,1393471.48
"WEE","S1",0.4,2022,904017,483791.04,1324242.96,961497,209920,550053.8,1372940.2
"WEE","S1",0.4,2023,881967,469730,1294204,947226,209461,536682.44,1357769.56
"WEE","S1",0.6,1963,1873990,1014371.24,2733608.76,1897550,420361,1073642.44,2721457.56
"WEE","S1",0.6,1964,1886830,1025584.44,2748075.56,1909820,420987,1084685.48,2734954.52
"WEE","S1",0.6,1965,1902020,1036409.52,2767630.48,1922030,421436,1096015.44,2748044.56
"WEE","S1",0.6,1966,1900810,1028615.88,2773004.12,1916610,421879,1089727.16,2743492.84
"WEE","S1",0.6,1967,1900080,1014377.56,2785782.44,1909930,424340,1078223.6,2741636.4
"WEE","S1",0.6,1968,1899570,996603.88,2802536.12,1903070,427831,1064521.24,2741618.76
"WEE","S1",0.6,1969,1897410,979146.08,2815673.92,1894740,430780,1050411.2,2739068.8
"WEE","S1",0.6,1970,1894120,964258.76,2823981.24,1885190,432473,1037542.92,2732837.08
"WEE","S1",0.6,1971,1881740,946469.16,2817010.84,1868000,432013,1021254.52,2714745.48
"WEE","S1",0.6,1972,1839900,908447.24,2771352.76,1823390,428166,984184.64,2662595.36
"WEE","S1",0.6,1973,1782310,864692.88,2699927.12,1765580,420772,940866.88,2590293.12
"WEE","S1",0.6,1974,1707780,813202.68,2602357.32,1692860,410118,889028.72,2496691.28
"WEE","S1",0.6,1975,1630720,764705.76,2496734.24,1618570,397494,839481.76,2397658.24
"WEE","S1",0.6,1976,1572190,735934.44,2408445.56,1562780,384516,809128.64,2316431.36
"WEE","S1",0.6,1977,1527790,717557.36,2338022.64,1520060,372908,789160.32,2250959.68
"WEE","S1",0.6,1978,1509930,716808.16,2303051.84,1502610,364937,787333.48,2217886.52
"WEE","S1",0.6,1979,1549020,756078.48,2341961.52,1539760,364223,825882.92,2253637.08
"WEE","S1",0.6,1980,1632180,822456.96,2441903.04,1619510,371155,892046.2,2346973.8
"WEE","S1",0.6,1981,1745630,903449.36,2587810.64,1728180,385332,972929.28,2483430.72
"WEE","S1",0.6,1982,1849770,969049.88,2730490.12,1826710,402136,1038523.44,2614896.56
"WEE","S1",0.6,1983,1955040,1038826.24,2871253.76,1926540,417958,1107342.32,2745737.68
"WEE","S1",0.6,1984,2034330,1092838.12,2975821.88,2001670,429638,1159579.52,2843760.48
"WEE","S1",0.6,1985,2070850,1118621.24,3023078.76,2035630,434878,1183269.12,2887990.88
"WEE","S1",0.6,1986,2070110,1122595.04,3017624.96,2034490,433336,1185151.44,2883828.56
"WEE","S1",0.6,1987,2042700,1112705.48,2972694.52,2009020,426462,1173154.48,2844885.52
"WEE","S1",0.6,1988,2001110,1095613.52,2906606.48,1970570,416479,1154271.16,2786868.84
"WEE","S1",0.6,1989,1949100,1071531.56,2826668.44,1922740,404973,1128992.92,2716487.08
"WEE","S1",0.6,1990,1918100,1061466.32,2774733.68,1894910,396678,1117421.12,2672398.88
"WEE","S1",0.6,1991,1903920,1058330.92,2749509.08,1882830,392647,1113241.88,2652418.12
"WEE","S1",0.6,1992,1904020,1061220,2746820,1884170,392034,1115783.36,2652556.64
"WEE","S1",0.6,1993,1922640,1069124.68,2776155.32,1899260,395898,1123299.92,2675220.08
"WEE","S1",0.6,1994,1959030,1085105.2,2832954.8,1929810,403230,1139479.2,2720140.8
"WEE","S1",0.6,1995,2028300,1118999.16,2937600.84,1987640,416289,1171713.56,2803566.44
"WEE","S1",0.6,1996,2085650,1150067.52,3021232.48,2037020,426074,1201914.96,2872125.04
"WEE","S1",0.6,1997,2102150,1156185.4,3048114.6,2046010,428049,1207033.96,2884986.04
"WEE","S1",0.6,1998,2082880,1144935.72,3020824.28,2022450,422377,1194591.08,2850308.92
"WEE","S1",0.6,1999,2046680,1129078.56,2964281.44,1984310,412168,1176460.72,2792159.28
"WEE","S1",0.6,2000,1991930,1104514.52,2879345.48,1930370,398324,1149654.96,2711085.04
"WEE","S1",0.6,2001,1926370,1074620.64,2778119.36,1867440,382551,1117640.04,2617239.96
"WEE","S1",0.6,2002,1850980,1038552.16,2663407.84,1796150,365587,1079599.48,2512700.52
"WEE","S1",0.6,2003,1760830,991071.36,2530588.64,1710920,347094,1030615.76,2391224.24
"WEE","S1",0.6,2004,1651390,929414.2,2373365.8,1607890,326287,968367.48,2247412.52
"WEE","S1",0.6,2005,1544270,869496.88,2219043.12,1507420,305946,907765.84,2107074.16
"WEE","S1",0.6,2006,1446800,816454.2,2077145.8,1416770,287019,854212.76,1979327.24
"WEE","S1",0.6,2007,1363660,771179.44,1956140.56,1340010,271138,808579.52,1871440.48
"WEE","S1",0.6,2008,1303600,739666.84,1867533.16,1285280,259407,776842.28,1793717.72
"WEE","S1",0.6,2009,1263410,720000,1806820,1249500,251140,757265.6,1741734.4
"WEE","S1",0.6,2010,1231910,704132.96,1759687.04,1221560,244692,741963.68,1701156.32
"WEE","S1",0.6,2011,1202740,688541.84,1716938.16,1195460,238717,727574.68,1663345.32
"WEE","S1",0.6,2012,1191110,683517.04,1698702.96,1186300,235702,724324.08,1648275.92
"WEE","S1",0.6,2013,1197420,688674.56,1706165.44,1194900,236041,732259.64,1657540.36
"WEE","S1",0.6,2014,1206000,692348.68,1719651.32,1206270,237983,739823.32,1672716.68
"WEE","S1",0.6,2015,1200500,684974.92,1716025.08,1204820,238551,737260.04,1672379.96
"WEE","S1",0.6,2016,1172500,660845.92,1684154.08,1182060,236565,718392.6,1645727.4
"WEE","S1",0.6,2017,1133220,630109.56,1636330.44,1150070,233179,693039.16,1607100.84
"WEE","S1",0.6,2018,1085970,595781.84,1576158.16,1111920,228689,663689.56,1560150.44
"WEE","S1",0.6,2019,1025520,553642.16,1497397.84,1061000,222336,625221.44,1496778.56
"WEE","S1",0.6,2020,967390,515719.76,1419060.24,1015000,216286,591079.44,1438920.56
"WEE","S1",0.6,2021,917591,485787.32,1349394.68,979053,211438,564634.52,1393471.48
"WEE","S1",0.6,2022,883978,467135,1300821,961497,209920,550053.8,1372940.2
"WEE","S1",0.6,2023,860366,453032.92,1267699.08,947226,209461,536682.44,1357769.56
"WEE","S1",0.8,1963,1866340,1002156.4,2730523.6,1897550,420361,1073642.44,2721457.56
"WEE","S1",0.8,1964,1879270,1013396.88,2745143.12,1909820,420987,1084685.48,2734954.52
"WEE","S1",0.8,1965,1894920,1024350.72,2765489.28,1922030,421436,1096015.44,2748044.56
"WEE","S1",0.8,1966,1894290,1016656.88,2771923.12,1916610,421879,1089727.16,2743492.84
"WEE","S1",0.8,1967,1894280,1002325.16,2786234.84,1909930,424340,1078223.6,2741636.4
"WEE","S1",0.8,1968,1894330,984192.24,2804467.76,1903070,427831,1064521.24,2741618.76
"WEE","S1",0.8,1969,1892590,966631.12,2818548.88,1894740,430780,1050411.2,2739068.8
"WEE","S1",0.8,1970,1889700,951949.76,2827450.24,1885190,432473,1037542.92,2732837.08
"WEE","S1",0.8,1971,1877400,934342.08,2820457.92,1868000,432013,1021254.52,2714745.48
"WEE","S1",0.8,1972,1835320,896505.48,2774134.52,1823390,428166,984184.64,2662595.36
"WEE","S1",0.8,1973,1777110,852887.68,2701332.32,1765580,420772,940866.88,2590293.12
"WEE","S1",0.8,1974,1701750,801602.36,2601897.64,1692860,410118,889028.72,2496691.28
"WEE","S1",0.8,1975,1623870,753422.24,2494317.76,1618570,397494,839481.76,2397658.24
"WEE","S1",0.8,1976,1564650,725060.48,2404239.52,1562780,384516,809128.64,2316431.36
"WEE","S1",0.8,1977,1519890,707201.48,2332578.52,1520060,372908,789160.32,2250959.68
"WEE","S1",0.8,1978,1501990,707019.88,2296960.12,1502610,364937,787333.48,2217886.52
"WEE","S1",0.8,1979,1541680,747101.88,2336258.12,1539760,364223,825882.92,2253637.08
"WEE","S1",0.8,1980,1625790,814342.16,2437237.84,1619510,371155,892046.2,2346973.8
"WEE","S1",0.8,1981,1740400,896255.44,2584544.56,1728180,385332,972929.28,2483430.72
"WEE","S1",0.8,1982,1845490,962680.52,2728299.48,1826710,402136,1038523.44,2614896.56
"WEE","S1",0.8,1983,1951560,1033270.6,2869849.4,1926540,417958,1107342.32,2745737.68
"WEE","S1",0.8,1984,2031460,1088035.56,2974884.44,2001670,429638,1159579.52,2843760.48
"WEE","S1",0.8,1985,2068310,1114427,3022193,2035630,434878,1183269.12,2887990.88
"WEE","S1",0.8,1986,2067600,1118771.84,3016428.16,2034490,433336,1185151.44,2883828.56
"WEE","S1",0.8,1987,2040070,1109115.08,2971024.92,2009020,426462,1173154.48,2844885.52
"WEE","S1",0.8,1988,1998250,1092136.12,2904363.88,1970570,416479,1154271.16,2786868.84
"WEE","S1",0.8,1989,1945840,1068024.6,2823655.4,1922740,404973,1128992.92,2716487.08
"WEE","S1",0.8,1990,1914720,1058109.84,2771330.16,1894910,396678,1117421.12,2672398.88
"WEE","S1",0.8,1991,1900440,1055127.28,2745752.72,1882830,392647,1113241.88,2652418.12
"WEE","S1",0.8,1992,1900290,1058060.36,2742519.64,1884170,392034,1115783.36,2652556.64
"WEE","S1",0.8,1993,1919160,1066281.68,2772038.32,1899260,395898,1123299.92,2675220.08
"WEE","S1",0.8,1994,1955970,1082656.72,2829283.28,1929810,403230,1139479.2,2720140.8
"WEE","S1",0.8,1995,2026980,1117704.64,2936255.36,1987640,416289,1171713.56,2803566.44
"WEE","S1",0.8,1996,2085320,1149502.32,3021137.68,2037020,426074,1201914.96,2872125.04
"WEE","S1",0.8,1997,2102610,1156124.04,3049095.96,2046010,428049,1207033.96,2884986.04
"WEE","S1",0.8,1998,2083790,1145118.56,3022461.44,2022450,422377,1194591.08,2850308.92
"WEE","S1",0.8,1999,2048030,1129577.92,2966482.08,1984310,412168,1176460.72,2792159.28
"WEE","S1",0.8,2000,1993550,1105225.08,2881874.92,1930370,398324,1149654.96,2711085.04
"WEE","S1",0.8,2001,1928130,1075481,2780779,1867440,382551,1117640.04,2617239.96
"WEE","S1",0.8,2002,1852750,1039491.12,2666008.88,1796150,365587,1079599.48,2512700.52
"WEE","S1",0.8,2003,1762420,991936.16,2532903.84,1710920,347094,1030615.76,2391224.24
"WEE","S1",0.8,2004,1652440,929913.44,2374966.56,1607890,326287,968367.48,2247412.52
"WEE","S1",0.8,2005,1544780,869654.08,2219905.92,1507420,305946,907765.84,2107074.16
"WEE","S1",0.8,2006,1446710,816246.6,2077173.4,1416770,287019,854212.76,1979327.24
"WEE","S1",0.8,2007,1363050,770669.4,1955430.6,1340010,271138,808579.52,1871440.48
"WEE","S1",0.8,2008,1302640,738983.2,1866296.8,1285280,259407,776842.28,1793717.72
"WEE","S1",0.8,2009,1262170,719189.24,1805150.76,1249500,251140,757265.6,1741734.4
"WEE","S1",0.8,2010,1230330,703160.56,1757499.44,1221560,244692,741963.68,1701156.32
"WEE","S1",0.8,2011,1200550,687239.72,1713860.28,1195460,238717,727574.68,1663345.32
"WEE","S1",0.8,2012,1188000,681683,1694317,1186300,235702,724324.08,1648275.92
"WEE","S1",0.8,2013,1192940,685972.28,1699907.72,1194900,236041,732259.64,1657540.36
"WEE","S1",0.8,2014,1199770,688468.72,1711071.28,1206270,237983,739823.32,1672716.68
"WEE","S1",0.8,2015,1192410,679764.16,1705055.84,1204820,238551,737260.04,1672379.96
"WEE","S1",0.8,2016,1162600,654309.28,1670890.72,1182060,236565,718392.6,1645727.4
"WEE","S1",0.8,2017,1121420,622176.64,1620663.36,1150070,233179,693039.16,1607100.84
"WEE","S1",0.8,2018,1072260,586485.76,1558034.24,1111920,228689,663689.56,1560150.44
"WEE","S1",0.8,2019,1010160,543276.24,1477043.76,1061000,222336,625221.44,1496778.56
"WEE","S1",0.8,2020,950232,504273.2,1396190.8,1015000,216286,591079.44,1438920.56
"WEE","S1",0.8,2021,898445,473228.88,1323661.12,979053,211438,564634.52,1393471.48
"WEE","S1",0.8,2022,862397,453231.32,1271562.68,961497,209920,550053.8,1372940.2
"WEE","S1",0.8,2023,837315,438611.8,1236018.2,947226,209461,536682.44,1357769.56
"WEE","S1",1,1963,1973190,1113138.08,2833241.92,1897550,420361,1073642.44,2721457.56
"WEE","S1",1,1964,1986460,1124644.08,2848275.92,1909820,420987,1084685.48,2734954.52
"WEE","S1",1,1965,2000670,1132897.64,2868442.36,1922030,421436,1096015.44,2748044.56
"WEE","S1",1,1966,1996820,1119533.8,2874106.2,1916610,421879,1089727.16,2743492.84
"WEE","S1",1,1967,1992760,1097384.96,2888135.04,1909930,424340,1078223.6,2741636.4
"WEE","S1",1,1968,1990390,1070075.92,2910704.08,1903070,427831,1064521.24,2741618.76
"WEE","S1",1,1969,1984220,1042665.4,2925774.6,1894740,430780,1050411.2,2739068.8
"WEE","S1",1,1970,1974990,1018515.88,2931464.12,1885190,432473,1037542.92,2732837.08
"WEE","S1",1,1971,1956080,993373.08,2918786.92,1868000,432013,1021254.52,2714745.48
"WEE","S1",1,1972,1906160,948225.68,2864094.32,1823390,428166,984184.64,2662595.36
"WEE","S1",1,1973,1839140,897487.4,2780792.6,1765580,420772,940866.88,2590293.12
"WEE","S1",1,1974,1753900,838519.24,2669280.76,1692860,410118,889028.72,2496691.28
"WEE","S1",1,1975,1665990,782653.28,2549326.72,1618570,397494,839481.76,2397658.24
"WEE","S1",1,1976,1597540,747417.44,2447662.56,1562780,384516,809128.64,2316431.36
"WEE","S1",1,1977,1544930,723874.24,2365985.76,1520060,372908,789160.32,2250959.68
"WEE","S1",1,1978,1520810,719444.4,2322175.6,1502610,364937,787333.48,2217886.52
"WEE","S1",1,1979,1556440,756905.04,2355974.96,1539760,364223,825882.92,2253637.08
"WEE","S1",1,1980,1637900,822692.88,2453107.12,1619510,371155,892046.2,2346973.8
"WEE","S1",1,1981,1750430,903751.16,2597108.84,1728180,385332,972929.28,2483430.72
"WEE","S1",1,1982,1851490,968029.8,2734950.2,1826710,402136,1038523.44,2614896.56
"WEE","S1",1,1983,1953180,1035941.16,2870418.84,1926540,417958,1107342.32,2745737.68
"WEE","S1",1,1984,2028470,1087411.28,2969528.72,2001670,429638,1159579.52,2843760.48
"WEE","S1",1,1985,2060260,1109981.44,3010538.56,2035630,434878,1183269.12,2887990.88
"WEE","S1",1,1986,2055190,1111012.92,2999367.08,2034490,433336,1185151.44,2883828.56
"WEE","S1",1,1987,2025680,1099926.92,2951433.08,2009020,426462,1173154.48,2844885.52
"WEE","S1",1,1988,1982940,1082363.12,2883516.88,1970570,416479,1154271.16,2786868.84
"WEE","S1",1,1989,1930200,1058203.84,2802196.16,1922740,404973,1128992.92,2716487.08
"WEE","S1",1,1990,1901190,1049967.88,2752412.12,1894910,396678,1117421.12,2672398.88
"WEE","S1",1,1991,1888680,1048341.76,2729018.24,1882830,392647,1113241.88,2652418.12
"WEE","S1",1,1992,1888910,1051660.72,2726159.28,1884170,392034,1115783.36,2652556.64
"WEE","S1",1,1993,1906210,1059260.68,2753159.32,1899260,395898,1123299.92,2675220.08
"WEE","S1",1,1994,1939640,1074243.16,2805036.84,1929810,403230,1139479.2,2720140.8
"WEE","S1",1,1995,2010720,1109982.4,2911457.6,1987640,416289,1171713.56,2803566.44
"WEE","S1",1,1996,2066570,1142049.76,2991090.24,2037020,426074,1201914.96,2872125.04
"WEE","S1",1,1997,2079660,1148299.36,3011020.64,2046010,428049,1207033.96,2884986.04
"WEE","S1",1,1998,2058330,1137623.92,2979036.08,2022450,422377,1194591.08,2850308.92
"WEE","S1",1,1999,2023660,1123477.08,2923842.92,1984310,412168,1176460.72,2792159.28
"WEE","S1",1,2000,1972220,1100713.84,2843726.16,1930370,398324,1149654.96,2711085.04
"WEE","S1",1,2001,1911090,1072711.76,2749468.24,1867440,382551,1117640.04,2617239.96
"WEE","S1",1,2002,1840430,1038443.08,2642416.92,1796150,365587,1079599.48,2512700.52
"WEE","S1",1,2003,1754240,992423.28,2516056.72,1710920,347094,1030615.76,2391224.24
"WEE","S1",1,2004,1647000,931184.48,2362815.52,1607890,326287,968367.48,2247412.52
"WEE","S1",1,2005,1542000,871652.56,2212347.44,1507420,305946,907765.84,2107074.16
"WEE","S1",1,2006,1446220,818835.76,2073604.24,1416770,287019,854212.76,1979327.24
"WEE","S1",1,2007,1364800,773973.68,1955626.32,1340010,271138,808579.52,1871440.48
"WEE","S1",1,2008,1306780,743352.52,1870207.48,1285280,259407,776842.28,1793717.72
"WEE","S1",1,2009,1268670,724893.48,1812446.52,1249500,251140,757265.6,1741734.4
"WEE","S1",1,2010,1238850,710283.08,1767416.92,1221560,244692,741963.68,1701156.32
"WEE","S1",1,2011,1210730,695890.92,1725569.08,1195460,238717,727574.68,1663345.32
"WEE","S1",1,2012,1200010,692362.16,1707657.84,1186300,235702,724324.08,1648275.92
"WEE","S1",1,2013,1206710,698932.8,1714487.2,1194900,236041,732259.64,1657540.36
"WEE","S1",1,2014,1214940,703532.88,1726347.12,1206270,237983,739823.32,1672716.68
"WEE","S1",1,2015,1208470,696439.6,1720500.4,1204820,238551,737260.04,1672379.96
"WEE","S1",1,2016,1179010,672101.08,1685918.92,1182060,236565,718392.6,1645727.4
"WEE","S1",1,2017,1137310,640254,1634366,1150070,233179,693039.16,1607100.84
"WEE","S1",1,2018,1086780,604006.52,1569553.48,1111920,228689,663689.56,1560150.44
"WEE","S1",1,2019,1022780,559743.72,1485816.28,1061000,222336,625221.44,1496778.56
"WEE","S1",1,2020,959996,518696.12,1401295.88,1015000,216286,591079.44,1438920.56
"WEE","S1",1,2021,904475,484672.4,1324277.6,979053,211438,564634.52,1393471.48
"WEE","S1",1,2022,863642,460558.2,1266725.8,961497,209920,550053.8,1372940.2
"WEE","S1",1,2023,835136,443310.44,1226961.56,947226,209461,536682.44,1357769.56
"WEE","S2",0.2,1963,1923140,1072937.08,2773342.92,1897550,420361,1073642.44,2721457.56
"WEE","S2",0.2,1964,1935800,1084158.44,2787441.56,1909820,420987,1084685.48,2734954.52
"WEE","S2",0.2,1965,1949920,1095177.72,2804662.28,1922030,421436,1096015.44,2748044.56
