"Dataset","Scenario","q","Year","F","F_95_lo","F_95_hi","F_base","F_base_StdDev","F_base_95_lo","F_base_95_hi"
"FULL","S2",0.2,1961,0,NA,NA,0,NA,NA,NA
"FULL","S2",0.2,1962,0.013491960963235,NA,NA,0.013784549048816,NA,NA,NA
"FULL","S2",0.2,1963,0,NA,NA,0,NA,NA,NA
"FULL","S2",0.2,1964,0,NA,NA,0,NA,NA,NA
"FULL","S2",0.2,1965,0.0174973325219271,0.0109717355280563,0.0240229295157979,0.0178723232152409,0.00345786707062647,0.011094903756813,0.0246497426736688
"FULL","S2",0.2,1966,0.0172452270341522,0.0108175094865292,0.0236729445817752,0.0176156620706556,0.00340724986941471,0.0109374523266028,0.0242938718147084
"FULL","S2",0.2,1967,0.0131494424150806,0.0082232976136555,0.0180755872165057,0.0134282096733893,0.00261382585199644,0.00830511100347628,0.0185513083433023
"FULL","S2",0.2,1968,0.0106291775807448,0.00657480430642509,0.0146835508550645,0.0108503067447284,0.00215403253391936,0.00662840297824645,0.0150722105112103
"FULL","S2",0.2,1969,0.00845814188689654,0.00508582861616024,0.0118304551576328,0.00863183436702435,0.00179541654144358,0.00511281794579493,0.0121508507882538
"FULL","S2",0.2,1970,0.00752913235093375,0.00447770810496927,0.0105805565968982,0.00768248007644511,0.00162356355687267,0.00450029550497468,0.0108646646479155
"FULL","S2",0.2,1971,0.0270072317043427,0.0158488674843032,0.0381655959243822,0.0275584986359022,0.0059382470356563,0.0159195344460159,0.0391974628257886
"FULL","S2",0.2,1972,0.0303344424571122,0.0175752791438825,0.0430936057703419,0.0309609722800714,0.00679497611397988,0.0176428190966708,0.044279125463472
"FULL","S2",0.2,1973,0.04085574281756,0.0234053733703249,0.0583061122647951,0.0417219323773009,0.00929531788719428,0.0235031093184001,0.0599407554362017
"FULL","S2",0.2,1974,0.0434486079328432,0.0246230871340297,0.0622741287316567,0.0444085461440451,0.0100311572238673,0.0247474779852652,0.064069614302825
"FULL","S2",0.2,1975,0.0269005482074636,0.0151213000564763,0.0386797963584509,0.0275226616273924,0.0062767466004065,0.0152202382905957,0.0398250849641891
"FULL","S2",0.2,1976,0.0269138656655891,0.015039067743972,0.0387886635872062,0.027564411124758,0.00632840775287645,0.0151607319291202,0.0399680903203958
"FULL","S2",0.2,1977,0.0282346832071749,0.0156653987611826,0.0408039676531672,0.0289439667704854,0.00670127535787539,0.0158094670690496,0.0420784664719212
"FULL","S2",0.2,1978,0.0215476954690467,0.0119099347526748,0.0311854561854186,0.0221037544031832,0.00514073085401396,0.0120279219293158,0.0321795868770506
"FULL","S2",0.2,1979,0.0210350227853262,0.0116621217861293,0.0304079237845231,0.0215811753486989,0.00500224379728234,0.0117767775060255,0.0313855731913723
"FULL","S2",0.2,1980,0.0273351657944545,0.0151788988341761,0.0394914327547329,0.0280318617814115,0.00649338775100787,0.0153048217894361,0.0407589017733869
"FULL","S2",0.2,1981,0.0377779108856315,0.0211392574325463,0.0544165643387167,0.0386882869170077,0.00889737090598815,0.0212494399412709,0.0561271338927445
"FULL","S2",0.2,1982,0.0222101932204406,0.0126621352254149,0.0317582512154663,0.0227096142254105,0.00510170592943482,0.0127102706037183,0.0327089578471027
"FULL","S2",0.2,1983,0.0222208900716949,0.0131964771979301,0.0312453029454597,0.0226764492162027,0.00480699083073201,0.013254747187968,0.0320981512444374
"FULL","S2",0.2,1984,0.0257004974783574,0.0154500083969646,0.0359509865597502,0.0261912940243509,0.00545013507440257,0.0155090292785219,0.0368735587701799
"FULL","S2",0.2,1985,0.0241855209465756,0.0146357558834359,0.0337352860097153,0.0246247373214143,0.00507115515776582,0.0146852732121933,0.0345642014306353
"FULL","S2",0.2,1986,0.0255483583625487,0.0156092319024906,0.0354874848226068,0.0259921348804036,0.00526853951952933,0.0156657974221261,0.0363184723386811
"FULL","S2",0.2,1987,0.0226669047454481,0.0139180530807252,0.0314157564101711,0.0230489391495962,0.00463299528780661,0.0139682683854952,0.0321296099136972
"FULL","S2",0.2,1988,0.0247239845824663,0.0151758412243011,0.0342721279406315,0.0251331750891519,0.00505476281898235,0.0152258399639465,0.0350405102143573
"FULL","S2",0.2,1989,0.0238498139682186,0.0146499025213498,0.0330497254150874,0.0242470295905803,0.0048686394562619,0.014704496256307,0.0337895629248536
"FULL","S2",0.2,1990,0.0268620381350745,0.0165151553533161,0.0372089209168329,0.0273142336662853,0.00547544107141779,0.0165823691663064,0.0380460981662642
"FULL","S2",0.2,1991,0.0237904046741063,0.0146059158094372,0.0329748935387754,0.0241914550023664,0.0048617533917468,0.0146624183545427,0.0337204916501901
"FULL","S2",0.2,1992,0.0255592866038298,0.0156672714805249,0.0354513017271347,0.0259931777325436,0.00524028353632496,0.0157222220013467,0.0362641334637405
"FULL","S2",0.2,1993,0.0260784431667412,0.0159326655907531,0.0362242207427293,0.0265242230592987,0.0053774603400536,0.0159844007927936,0.0370640453258038
"FULL","S2",0.2,1994,0.0263071233703998,0.0160081359908533,0.0366061107499463,0.026772242413586,0.0054614941520817,0.0160677138755059,0.0374767709516661
"FULL","S2",0.2,1995,0.0234973490399289,0.0142534942830762,0.0327412037967816,0.0239096873096576,0.00490879393439337,0.0142884511982466,0.0335309234210686
"FULL","S2",0.2,1996,0.023220356423853,0.0140402540923603,0.0324004587553457,0.0235986639542615,0.00488012369626103,0.0140336215095899,0.0331637063989331
"FULL","S2",0.2,1997,0.0216738880625973,0.0128805448035928,0.0304672313216018,0.0220247775544835,0.00469001344539111,0.0128323512015169,0.0312172039074501
"FULL","S2",0.2,1998,0.0216321515775108,0.0130182521048965,0.0302460510501251,0.0219730234313266,0.00458376517125275,0.0129888436956712,0.030957203166982
"FULL","S2",0.2,1999,0.0222833911043874,0.0135716250393499,0.0309951571694249,0.022612820724547,0.00463129994100672,0.0135354728401738,0.0316901686089202
"FULL","S2",0.2,2000,0.022629962144718,0.0138879603333271,0.0313719639561089,0.0229495631494334,0.00464563807952423,0.0138441125135659,0.0320550137853009
"FULL","S2",0.2,2001,0.0252750733385135,0.0156875788815805,0.0348625677954465,0.0256104746674028,0.0050911596441437,0.0156318017648811,0.0355891475699245
"FULL","S2",0.2,2002,0.0281524176176275,0.0176125777432939,0.0386922574919611,0.0285109682658181,0.00559531448922683,0.0175441518669335,0.0394777846647027
"FULL","S2",0.2,2003,0.030623564151082,0.0191992235306971,0.0420479047714669,0.0310081120779889,0.00606839719365247,0.0191140535784301,0.0429021705775477
"FULL","S2",0.2,2004,0.0315489665333492,0.019799058359506,0.0432988747071924,0.0319494287607709,0.00623882984738516,0.019721322259896,0.0441775352616458
"FULL","S2",0.2,2005,0.0293166617620913,0.0184222808799974,0.0402110426441852,0.0296969611600835,0.00578287839099646,0.0183625195137304,0.0410314028064366
"FULL","S2",0.2,2006,0.0359977579814945,0.0225579143317516,0.0494376016312374,0.0364788573002881,0.00713385620266332,0.022496499143068,0.0504612154575082
"FULL","S2",0.2,2007,0.0400187175333015,0.0249497413432614,0.0550876937233417,0.0405729969882257,0.00799964818166156,0.024893686552169,0.0562523074242824
"FULL","S2",0.2,2008,0.0387106411763359,0.0240241317766673,0.0533971505760045,0.0392626057037414,0.00779735457010559,0.0239797907463344,0.0545454206611484
"FULL","S2",0.2,2009,0.0365598907646445,0.0226447694485556,0.0504750120807334,0.0370840279557498,0.00739091025691647,0.0225978438521935,0.0515702120593061
"FULL","S2",0.2,2010,0.0344221112285715,0.021348512767234,0.047495709689909,0.0349295750618021,0.00694784774703896,0.0213117934776057,0.0485473566459985
"FULL","S2",0.2,2011,0.0379114354124772,0.0235342387397621,0.0522886320851923,0.0385048935687228,0.00764363884407647,0.0235233614343329,0.0534864257031127
"FULL","S2",0.2,2012,0.0376766758180069,0.0233729524351157,0.0519803992008981,0.0382981179688215,0.00760130066369509,0.0233995686679791,0.0531966672696639
"FULL","S2",0.2,2013,0.0394543778468358,0.0244584053470598,0.0544503503466118,0.0401183808890653,0.00797252639537873,0.024492229154123,0.0557445326240076
"FULL","S2",0.2,2014,0.0393359534399743,0.0243877563468496,0.054284150533099,0.0400069913954125,0.0079659642049406,0.0243937015537289,0.0556202812370961
"FULL","S2",0.2,2015,0.0409533404060591,0.0253682876058432,0.056538393206275,0.0416889941064406,0.00832554814070387,0.025370919750661,0.0580070684622202
"FULL","S2",0.2,2016,0.0386193896758812,0.0238872903765958,0.0533514889751666,0.0393611314280243,0.00787694870640718,0.0239223119634662,0.0547999508925824
"FULL","S2",0.2,2017,0.0355628710802454,0.0220451293928294,0.0490806127676614,0.036301330511512,0.0072190160039616,0.0221520591437473,0.0504506018792767
"FULL","S2",0.2,2018,0.0356255710580314,0.0219708769258206,0.0492802651902422,0.0364239563948465,0.00729753656350315,0.0221207847303803,0.0507271280593127
"FULL","S2",0.2,2019,0.0330700260389449,0.0202021565796771,0.0459378954982127,0.0338834409705202,0.00688360049741529,0.0203915839955862,0.0473752979454542
"FULL","S2",0.2,2020,0.0274467433725465,0.016580980480742,0.038312506264351,0.0281924260826179,0.00581176245113366,0.0168013716783959,0.0395834804868399
"FULL","S2",0.2,2021,0.0307489935828151,0.018253741151889,0.0432442460137412,0.0316531642203999,0.00668851760464677,0.0185436697152922,0.0447626587255076
"FULL","S2",0.2,2022,0.0301486503778246,0.0175336351372058,0.0427636656184434,0.0311174232202576,0.0067603995788883,0.0178670400456365,0.0443678063948787
"FULL","S2",0.2,2023,0.0269257663974704,0.015312772980944,0.0385387598139968,0.0279139341742449,0.00624008165241424,0.015683374135513,0.0401444942129768
"FULL","S2",0.4,1961,0,NA,NA,0,NA,NA,NA
"FULL","S2",0.4,1962,0.0128349757455013,NA,NA,0.013784549048816,NA,NA,NA
"FULL","S2",0.4,1963,0,NA,NA,0,NA,NA,NA
"FULL","S2",0.4,1964,0,NA,NA,0,NA,NA,NA
"FULL","S2",0.4,1965,0.0166501687162186,0.0102493171040317,0.0230510203284055,0.0178723232152409,0.00345786707062647,0.011094903756813,0.0246497426736688
"FULL","S2",0.4,1966,0.0164017180058625,0.0100957000536108,0.0227077359581142,0.0176156620706556,0.00340724986941471,0.0109374523266028,0.0242938718147084
"FULL","S2",0.4,1967,0.0124921579528648,0.00765303728150613,0.0173312786242235,0.0134282096733893,0.00261382585199644,0.00830511100347628,0.0185513083433023
"FULL","S2",0.4,1968,0.01008172450416,0.0060906292444124,0.0140728197639076,0.0108503067447284,0.00215403253391936,0.00662840297824645,0.0150722105112103
"FULL","S2",0.4,1969,0.00801067015837518,0.00471835279022011,0.0113029875265302,0.00863183436702435,0.00179541654144358,0.00511281794579493,0.0121508507882538
"FULL","S2",0.4,1970,0.00711869641373404,0.00414311884315006,0.010094273984318,0.00768248007644511,0.00162356355687267,0.00450029550497468,0.0108646646479155
"FULL","S2",0.4,1971,0.0254723245129992,0.0146070335788538,0.0363376154471446,0.0275584986359022,0.0059382470356563,0.0159195344460159,0.0391974628257886
"FULL","S2",0.4,1972,0.0285330586728318,0.0161465612399118,0.0409195561057518,0.0309609722800714,0.00679497611397988,0.0176428190966708,0.044279125463472
"FULL","S2",0.4,1973,0.0383299922942718,0.0214373416875651,0.0552226429009785,0.0417219323773009,0.00929531788719428,0.0235031093184001,0.0599407554362017
"FULL","S2",0.4,1974,0.040667648069257,0.0225057255446085,0.0588295705939055,0.0444085461440451,0.0100311572238673,0.0247474779852652,0.064069614302825
"FULL","S2",0.4,1975,0.0251311593363415,0.0137949753821317,0.0364673432905513,0.0275226616273924,0.0062767466004065,0.0152202382905957,0.0398250849641891
"FULL","S2",0.4,1976,0.0250942892516881,0.0136867689937126,0.0365018095096636,0.027564411124758,0.00632840775287645,0.0151607319291202,0.0399680903203958
"FULL","S2",0.4,1977,0.0262573445860189,0.0142031629810973,0.0383115261909405,0.0289439667704854,0.00670127535787539,0.0158094670690496,0.0420784664719212
"FULL","S2",0.4,1978,0.01998531613232,0.0107573101778351,0.0292133220868049,0.0221037544031832,0.00514073085401396,0.0120279219293158,0.0321795868770506
"FULL","S2",0.4,1979,0.0194637404446244,0.0104945569999117,0.0284329238893371,0.0215811753486989,0.00500224379728234,0.0117767775060255,0.0313855731913723
"FULL","S2",0.4,1980,0.0252241672153793,0.0135791338260621,0.0368692006046965,0.0280318617814115,0.00649338775100787,0.0153048217894361,0.0407589017733869
"FULL","S2",0.4,1981,0.0347504771195337,0.018787769340995,0.0507131848980724,0.0386882869170077,0.00889737090598815,0.0212494399412709,0.0561271338927445
"FULL","S2",0.4,1982,0.0203925672738042,0.0112405619628211,0.0295445725847873,0.0227096142254105,0.00510170592943482,0.0127102706037183,0.0327089578471027
"FULL","S2",0.4,1983,0.0204450675323017,0.0118199040735135,0.0290702309910899,0.0226764492162027,0.00480699083073201,0.013254747187968,0.0320981512444374
"FULL","S2",0.4,1984,0.0238025354843723,0.0139507742353865,0.0336542967333581,0.0261912940243509,0.00545013507440257,0.0155090292785219,0.0368735587701799
"FULL","S2",0.4,1985,0.0224480749394127,0.013254410493535,0.0316417393852904,0.0246247373214143,0.00507115515776582,0.0146852732121933,0.0345642014306353
"FULL","S2",0.4,1986,0.0238004946768168,0.0142235172373928,0.0333774721162408,0.0259921348804036,0.00526853951952933,0.0156657974221261,0.0363184723386811
"FULL","S2",0.4,1987,0.0211749315704214,0.0127360965165072,0.0296137666243356,0.0230489391495962,0.00463299528780661,0.0139682683854952,0.0321296099136972
"FULL","S2",0.4,1988,0.0231558717648928,0.0139164037911439,0.0323953397386417,0.0251331750891519,0.00505476281898235,0.0152258399639465,0.0350405102143573
"FULL","S2",0.4,1989,0.0223672009668255,0.013459960144976,0.031274441788675,0.0242470295905803,0.0048686394562619,0.014704496256307,0.0337895629248536
"FULL","S2",0.4,1990,0.0251959218098251,0.0151865422698248,0.0352053013498254,0.0273142336662853,0.00547544107141779,0.0165823691663064,0.0380460981662642
"FULL","S2",0.4,1991,0.0222920579482734,0.0133957231576731,0.0311883927388737,0.0241914550023664,0.0048617533917468,0.0146624183545427,0.0337204916501901
"FULL","S2",0.4,1992,0.0238678653470295,0.0143026168815845,0.0334331138124745,0.0259931777325436,0.00524028353632496,0.0157222220013467,0.0362641334637405
"FULL","S2",0.4,1993,0.0242303169165852,0.0144518128677654,0.034008820965405,0.0265242230592987,0.0053774603400536,0.0159844007927936,0.0370640453258038
"FULL","S2",0.4,1994,0.0243094965650422,0.0144425517223409,0.0341764414077435,0.026772242413586,0.0054614941520817,0.0160677138755059,0.0374767709516661
"FULL","S2",0.4,1995,0.0216129489702816,0.0127853824507048,0.0304405154898584,0.0239096873096576,0.00490879393439337,0.0142884511982466,0.0335309234210686
"FULL","S2",0.4,1996,0.021284765888584,0.012492235879465,0.030077295897703,0.0235986639542615,0.00488012369626103,0.0140336215095899,0.0331637063989331
"FULL","S2",0.4,1997,0.0198003590310136,0.0114209890384753,0.0281797290235519,0.0220247775544835,0.00469001344539111,0.0128323512015169,0.0312172039074501
"FULL","S2",0.4,1998,0.0197529465606427,0.011558640057412,0.0279472530638734,0.0219730234313266,0.00458376517125275,0.0129888436956712,0.030957203166982
"FULL","S2",0.4,1999,0.0204066503582864,0.0120997162082148,0.028713584508358,0.022612820724547,0.00463129994100672,0.0135354728401738,0.0316901686089202
"FULL","S2",0.4,2000,0.020801431505146,0.0124318480683141,0.0291710149419779,0.0229495631494334,0.00464563807952423,0.0138441125135659,0.0320550137853009
"FULL","S2",0.4,2001,0.0233320078711695,0.0141156997402224,0.0325483160021166,0.0256104746674028,0.0050911596441437,0.0156318017648811,0.0355891475699245
"FULL","S2",0.4,2002,0.0260698822994067,0.0159083158672791,0.0362314487315343,0.0285109682658181,0.00559531448922683,0.0175441518669335,0.0394777846647027
"FULL","S2",0.4,2003,0.0283967146404335,0.0173615307777896,0.0394318985030774,0.0310081120779889,0.00606839719365247,0.0191140535784301,0.0429021705775477
"FULL","S2",0.4,2004,0.0292608968589928,0.0179247112870565,0.0405970824309291,0.0319494287607709,0.00623882984738516,0.019721322259896,0.0441775352616458
"FULL","S2",0.4,2005,0.0271884461973644,0.0166949889045668,0.0376819034901621,0.0296969611600835,0.00578287839099646,0.0183625195137304,0.0410314028064366
"FULL","S2",0.4,2006,0.0333788346733342,0.020440646321647,0.0463170230250214,0.0364788573002881,0.00713385620266332,0.022496499143068,0.0504612154575082
"FULL","S2",0.4,2007,0.0370836465401465,0.0225973439446067,0.0515699491356863,0.0405729969882257,0.00799964818166156,0.024893686552169,0.0562523074242824
"FULL","S2",0.4,2008,0.035831348026019,0.0217331096288965,0.0499295864231415,0.0392626057037414,0.00779735457010559,0.0239797907463344,0.0545454206611484
"FULL","S2",0.4,2009,0.033778765865359,0.0204350952601648,0.0471224364705532,0.0370840279557498,0.00739091025691647,0.0225978438521935,0.0515702120593061
"FULL","S2",0.4,2010,0.0317934983839684,0.0192486063676016,0.0443383904003352,0.0349295750618021,0.00694784774703896,0.0213117934776057,0.0485473566459985
"FULL","S2",0.4,2011,0.0349417903497579,0.0211913216456237,0.0486922590538921,0.0385048935687228,0.00764363884407647,0.0235233614343329,0.0534864257031127
"FULL","S2",0.4,2012,0.0347044236049409,0.0210581322152857,0.0483507149945961,0.0382981179688215,0.00760130066369509,0.0233995686679791,0.0531966672696639
"FULL","S2",0.4,2013,0.0362896517809092,0.0219975774363204,0.050581726125498,0.0401183808890653,0.00797252639537873,0.024492229154123,0.0557445326240076
"FULL","S2",0.4,2014,0.0359390199910681,0.0217812262998839,0.0500968136822523,0.0400069913954125,0.0079659642049406,0.0243937015537289,0.0556202812370961
"FULL","S2",0.4,2015,0.0373454202235153,0.0226171445904329,0.0520736958565977,0.0416889941064406,0.00832554814070387,0.025370919750661,0.0580070684622202
"FULL","S2",0.4,2016,0.0352012331509172,0.0213152336110152,0.0490872326908192,0.0393611314280243,0.00787694870640718,0.0239223119634662,0.0547999508925824
"FULL","S2",0.4,2017,0.0323982821660564,0.0197085872758852,0.0450879770562276,0.036301330511512,0.0072190160039616,0.0221520591437473,0.0504506018792767
"FULL","S2",0.4,2018,0.032320324107379,0.0195872115970431,0.0450534366177149,0.0364239563948465,0.00729753656350315,0.0221207847303803,0.0507271280593127
"FULL","S2",0.4,2019,0.0299010181385425,0.0179755834594357,0.0418264528176492,0.0338834409705202,0.00688360049741529,0.0203915839955862,0.0473752979454542
"FULL","S2",0.4,2020,0.0247348254537061,0.0147379711311962,0.034731679776216,0.0281924260826179,0.00581176245113366,0.0168013716783959,0.0395834804868399
"FULL","S2",0.4,2021,0.0275594450037811,0.0161658343439043,0.0389530556636579,0.0316531642203999,0.00668851760464677,0.0185436697152922,0.0447626587255076
"FULL","S2",0.4,2022,0.0268570321486518,0.0154684861317745,0.0382455781655291,0.0311174232202576,0.0067603995788883,0.0178670400456365,0.0443678063948787
"FULL","S2",0.4,2023,0.0239900903883325,0.0135357950860155,0.0344443856906495,0.0279139341742449,0.00624008165241424,0.015683374135513,0.0401444942129768
"FULL","S2",0.6,1961,0,NA,NA,0,NA,NA,NA
"FULL","S2",0.6,1962,0.0125846427216966,NA,NA,0.013784549048816,NA,NA,NA
"FULL","S2",0.6,1963,0,NA,NA,0,NA,NA,NA
"FULL","S2",0.6,1964,0,NA,NA,0,NA,NA,NA
"FULL","S2",0.6,1965,0.0163290338448124,0.0100976398351556,0.0225604278544692,0.0178723232152409,0.00345786707062647,0.011094903756813,0.0246497426736688
"FULL","S2",0.6,1966,0.0160846661040289,0.00994719893405001,0.0222221332740078,0.0176156620706556,0.00340724986941471,0.0109374523266028,0.0242938718147084
"FULL","S2",0.6,1967,0.0122529923169374,0.00754688596590038,0.0169590986679744,0.0134282096733893,0.00261382585199644,0.00830511100347628,0.0185513083433023
"FULL","S2",0.6,1968,0.00989184998079336,0.00601488126691241,0.0137688186946743,0.0108503067447284,0.00215403253391936,0.00662840297824645,0.0150722105112103
"FULL","S2",0.6,1969,0.00786136480013974,0.00466828785487938,0.0110544417454001,0.00863183436702435,0.00179541654144358,0.00511281794579493,0.0121508507882538
"FULL","S2",0.6,1970,0.00698695667555493,0.00410150515404278,0.00987240819706708,0.00768248007644511,0.00162356355687267,0.00450029550497468,0.0108646646479155
"FULL","S2",0.6,1971,0.0250003307394955,0.0144713793017547,0.0355292821772363,0.0275584986359022,0.0059382470356563,0.0159195344460159,0.0391974628257886
"FULL","S2",0.6,1972,0.0279991809432302,0.0160050526566077,0.0399933092298527,0.0309609722800714,0.00679497611397988,0.0176428190966708,0.044279125463472
"FULL","S2",0.6,1973,0.0375970160059606,0.021248737038214,0.0539452949737072,0.0417219323773009,0.00929531788719428,0.0235031093184001,0.0599407554362017
"FULL","S2",0.6,1974,0.0398623279854405,0.0222960366066269,0.0574286193642541,0.0444085461440451,0.0100311572238673,0.0247474779852652,0.064069614302825
"FULL","S2",0.6,1975,0.0246138737076707,0.0136548672530313,0.0355728801623101,0.0275226616273924,0.0062767466004065,0.0152202382905957,0.0398250849641891
"FULL","S2",0.6,1976,0.0245583150992833,0.0135366606894527,0.0355799695091139,0.027564411124758,0.00632840775287645,0.0151607319291202,0.0399680903203958
"FULL","S2",0.6,1977,0.0256781376576358,0.014040662054475,0.0373156132607966,0.0289439667704854,0.00670127535787539,0.0158094670690496,0.0420784664719212
"FULL","S2",0.6,1978,0.0195345358253686,0.0106310037619607,0.0284380678887765,0.0221037544031832,0.00514073085401396,0.0120279219293158,0.0321795868770506
"FULL","S2",0.6,1979,0.0190225750337644,0.0103714941166824,0.0276736559508464,0.0215811753486989,0.00500224379728234,0.0117767775060255,0.0313855731913723
"FULL","S2",0.6,1980,0.0246613619075675,0.0134361759843998,0.0358865478307352,0.0280318617814115,0.00649338775100787,0.0153048217894361,0.0407589017733869
"FULL","S2",0.6,1981,0.0340110642104177,0.0186274711979901,0.0493946572228453,0.0386882869170077,0.00889737090598815,0.0212494399412709,0.0561271338927445
"FULL","S2",0.6,1982,0.0199843340197874,0.0111513537536271,0.0288173142859477,0.0227096142254105,0.00510170592943482,0.0127102706037183,0.0327089578471027
"FULL","S2",0.6,1983,0.020068331499688,0.0117126843601385,0.0284239786392375,0.0226764492162027,0.00480699083073201,0.013254747187968,0.0320981512444374
"FULL","S2",0.6,1984,0.0233877055909362,0.0138282738062542,0.0329471373756182,0.0261912940243509,0.00545013507440257,0.0155090292785219,0.0368735587701799
"FULL","S2",0.6,1985,0.0220739925830282,0.0131416110169642,0.0310063741490922,0.0246247373214143,0.00507115515776582,0.0146852732121933,0.0345642014306353
"FULL","S2",0.6,1986,0.0234188780817026,0.0140984726413889,0.0327392835220163,0.0259921348804036,0.00526853951952933,0.0156657974221261,0.0363184723386811
"FULL","S2",0.6,1987,0.0208441321357316,0.0126232715968747,0.0290649926745885,0.0230489391495962,0.00463299528780661,0.0139682683854952,0.0321296099136972
"FULL","S2",0.6,1988,0.0227984605399163,0.0137967222260948,0.0318001988537377,0.0251331750891519,0.00505476281898235,0.0152258399639465,0.0350405102143573
"FULL","S2",0.6,1989,0.0220191583705208,0.0133386748203617,0.0306996419206799,0.0242470295905803,0.0048686394562619,0.014704496256307,0.0337895629248536
"FULL","S2",0.6,1990,0.0247987796648316,0.0150432709817607,0.0345542883479025,0.0273142336662853,0.00547544107141779,0.0165823691663064,0.0380460981662642
"FULL","S2",0.6,1991,0.0219383386722426,0.0132722852436417,0.0306043921008435,0.0241914550023664,0.0048617533917468,0.0146624183545427,0.0337204916501901
"FULL","S2",0.6,1992,0.0234859068489102,0.0141735225829371,0.0327982911148833,0.0259931777325436,0.00524028353632496,0.0157222220013467,0.0362641334637405
"FULL","S2",0.6,1993,0.0238402414816167,0.0143249706625789,0.0333555123006545,0.0265242230592987,0.0053774603400536,0.0159844007927936,0.0370640453258038
"FULL","S2",0.6,1994,0.0239083203038704,0.0143101647792747,0.0335064758284661,0.026772242413586,0.0054614941520817,0.0160677138755059,0.0374767709516661
"FULL","S2",0.6,1995,0.0212580087249169,0.0126768187575833,0.0298391986922505,0.0239096873096576,0.00490879393439337,0.0142884511982466,0.0335309234210686
"FULL","S2",0.6,1996,0.0209544869008222,0.0124164813792117,0.0294924924224327,0.0235986639542615,0.00488012369626103,0.0140336215095899,0.0331637063989331
"FULL","S2",0.6,1997,0.019496138943044,0.011373138305346,0.027619139580742,0.0220247775544835,0.00469001344539111,0.0128323512015169,0.0312172039074501
"FULL","S2",0.6,1998,0.0194561550865496,0.0114936499032525,0.0274186602698467,0.0219730234313266,0.00458376517125275,0.0129888436956712,0.030957203166982
"FULL","S2",0.6,1999,0.020114602809115,0.0120338237358209,0.0281953818824091,0.022612820724547,0.00463129994100672,0.0135354728401738,0.0316901686089202
"FULL","S2",0.6,2000,0.0205132127470898,0.01236889466678,0.0286575308273996,0.0229495631494334,0.00464563807952423,0.0138441125135659,0.0320550137853009
"FULL","S2",0.6,2001,0.0230225183368331,0.0140485158870651,0.0319965207866011,0.0256104746674028,0.0050911596441437,0.0156318017648811,0.0355891475699245
"FULL","S2",0.6,2002,0.0257323863183216,0.0158358810036227,0.0356288916330205,0.0285109682658181,0.00559531448922683,0.0175441518669335,0.0394777846647027
"FULL","S2",0.6,2003,0.0280301323381232,0.0172880903115779,0.0387721743646685,0.0310081120779889,0.00606839719365247,0.0191140535784301,0.0429021705775477
"FULL","S2",0.6,2004,0.0288768174077615,0.0178393467154224,0.0399142881001006,0.0319494287607709,0.00623882984738516,0.019721322259896,0.0441775352616458
"FULL","S2",0.6,2005,0.0268223240619689,0.0166024960702297,0.0370421520537081,0.0296969611600835,0.00578287839099646,0.0183625195137304,0.0410314028064366
"FULL","S2",0.6,2006,0.0329150146679731,0.020316784312982,0.0455132450229642,0.0364788573002881,0.00713385620266332,0.022496499143068,0.0504612154575082
"FULL","S2",0.6,2007,0.036549252523242,0.022447110238973,0.050651394807511,0.0405729969882257,0.00799964818166156,0.024893686552169,0.0562523074242824
"FULL","S2",0.6,2008,0.0352985162157138,0.0215773561836859,0.0490196762477417,0.0392626057037414,0.00779735457010559,0.0239797907463344,0.0545454206611484
"FULL","S2",0.6,2009,0.0332697356080254,0.0202884304331039,0.0462510407829469,0.0370840279557498,0.00739091025691647,0.0225978438521935,0.0515702120593061
"FULL","S2",0.6,2010,0.0313022584195834,0.0191045740548491,0.0434999427843177,0.0349295750618021,0.00694784774703896,0.0213117934776057,0.0485473566459985
"FULL","S2",0.6,2011,0.0343768967208576,0.0210114309476933,0.0477423624940219,0.0385048935687228,0.00764363884407647,0.0235233614343329,0.0534864257031127
"FULL","S2",0.6,2012,0.0341222084480524,0.0208557478725156,0.0473886690235892,0.0382981179688215,0.00760130066369509,0.0233995686679791,0.0531966672696639
"FULL","S2",0.6,2013,0.0356715264350949,0.0217820240892202,0.0495610287809696,0.0401183808890653,0.00797252639537873,0.024492229154123,0.0557445326240076
"FULL","S2",0.6,2014,0.03531690347489,0.0215789643404311,0.0490548426093489,0.0400069913954125,0.0079659642049406,0.0243937015537289,0.0556202812370961
"FULL","S2",0.6,2015,0.0366748887703024,0.0224071092997986,0.0509426682408062,0.0416889941064406,0.00832554814070387,0.025370919750661,0.0580070684622202
"FULL","S2",0.6,2016,0.0345377557114315,0.0210966896561303,0.0479788217667327,0.0393611314280243,0.00787694870640718,0.0239223119634662,0.0547999508925824
"FULL","S2",0.6,2017,0.0317498772153009,0.0194628953463235,0.0440368590842783,0.036301330511512,0.0072190160039616,0.0221520591437473,0.0504506018792767
"FULL","S2",0.6,2018,0.0316285501577864,0.019314471242395,0.0439426290731778,0.0364239563948465,0.00729753656350315,0.0221207847303803,0.0507271280593127
"FULL","S2",0.6,2019,0.0292081097674002,0.0176934523557682,0.0407227671790322,0.0338834409705202,0.00688360049741529,0.0203915839955862,0.0473752979454542
"FULL","S2",0.6,2020,0.0241104879055928,0.0144682884109953,0.0337526874001903,0.0281924260826179,0.00581176245113366,0.0168013716783959,0.0395834804868399
