"Dataset","Scenario","q","Year","F","F_95_lo","F_95_hi","F_base","F_base_StdDev","F_base_95_lo","F_base_95_hi"
"FULL","S1",0.2,2019,0.0342972326772924,0.0206436073477715,0.0479508580068133,0.0338834409705202,0.00688360049741529,0.0203915839955862,0.0473752979454542
"FULL","S1",0.2,2020,0.0285026941525232,0.0168999516325357,0.0401054366725107,0.0281924260826179,0.00581176245113366,0.0168013716783959,0.0395834804868399
"FULL","S1",0.2,2021,0.0320153925656991,0.0186049282120178,0.0454258569193804,0.0316531642203999,0.00668851760464677,0.0185436697152922,0.0447626587255076
"FULL","S1",0.2,2022,0.0313964797604202,0.0178163756594571,0.0449765838613833,0.0311174232202576,0.0067603995788883,0.0178670400456365,0.0443678063948787
"FULL","S1",0.2,2023,0.0277628821343357,0.0153282561166878,0.0401975081519836,0.0279139341742449,0.00624008165241424,0.015683374135513,0.0401444942129768
"FULL","S1",0.4,1961,0,NA,NA,0,NA,NA,NA
"FULL","S1",0.4,1962,0.0129731489093957,NA,NA,0.013784549048816,NA,NA,NA
"FULL","S1",0.4,1963,0,NA,NA,0,NA,NA,NA
"FULL","S1",0.4,1964,0,NA,NA,0,NA,NA,NA
"FULL","S1",0.4,1965,0.0168274744464628,0.0104274052852869,0.0232275436076387,0.0178723232152409,0.00345786707062647,0.011094903756813,0.0246497426736688
"FULL","S1",0.4,1966,0.0165770958141863,0.010272038681185,0.0228821529471876,0.0176156620706556,0.00340724986941471,0.0109374523266028,0.0242938718147084
"FULL","S1",0.4,1967,0.0126263234496901,0.00778869562033644,0.0174639512790438,0.0134282096733893,0.00261382585199644,0.00830511100347628,0.0185513083433023
"FULL","S1",0.4,1968,0.0101902331526749,0.00620045973045206,0.0141800065748977,0.0108503067447284,0.00215403253391936,0.00662840297824645,0.0150722105112103
"FULL","S1",0.4,1969,0.00809668135829397,0.0048040774627908,0.0113892852537971,0.00863183436702435,0.00179541654144358,0.00511281794579493,0.0121508507882538
"FULL","S1",0.4,1970,0.00719492283491401,0.00421887248218449,0.0101709731876435,0.00768248007644511,0.00162356355687267,0.00450029550497468,0.0108646646479155
"FULL","S1",0.4,1971,0.0257458375494221,0.0148781132708238,0.0366135618280204,0.0275584986359022,0.0059382470356563,0.0159195344460159,0.0391974628257886
"FULL","S1",0.4,1972,0.0288415336882436,0.0164508962327095,0.0412321711437777,0.0309609722800714,0.00679497611397988,0.0176428190966708,0.044279125463472
