"Dataset","Scenario","q","Year","SSB","SSB_95_lo","SSB_95_hi","SSB_base","SSB_base_95_lo","SSB_base_95_hi"
"WEE","S1",0.2,2003,66327.83,62348.442,70307.218,66325.45,62346.062,70304.838
"WEE","S1",0.2,2004,61637.52,58058.952,65216.088,61632.68,58054.308,65211.052
"WEE","S1",0.2,2005,58295.97,55093.722,61498.218,58287.16,55085.5,61488.82
"WEE","S1",0.2,2006,61514.69,58071.95,64957.43,61500.25,58058.294,64942.206
"WEE","S1",0.2,2007,60386.74,56993.196,63780.284,60365.65,56973.086,63758.214
"WEE","S1",0.2,2008,60351.1,56995.776,63706.424,60320.41,56966.458,63674.362
"WEE","S1",0.2,2009,61733.39,58311.622,65155.158,61693.67,58273.666,65113.674
"WEE","S1",0.2,2010,60390.73,57012.866,63768.594,60353.28,56977.376,63729.184
"WEE","S1",0.2,2011,54701.45,51461.57,57941.33,54677.28,51439.164,57915.396
"WEE","S1",0.2,2012,59253.31,55887.598,62619.022,59251.62,55886.692,62616.548
"WEE","S1",0.2,2013,52131.59,49043.218,55219.962,52154.71,49065.162,55244.258
"WEE","S1",0.2,2014,47805.56,44930.828,50680.292,47841.15,44964.066,50718.234
"WEE","S1",0.2,2015,42383,39794.428,44971.572,42423.63,39831.726,45015.534
"WEE","S1",0.2,2016,39169.47,36621.078,41717.862,39208.79,36656.282,41761.298
"WEE","S1",0.2,2017,37002.1,34381.384,39622.816,37039.5,34413.884,39665.116
"WEE","S1",0.2,2018,37561.23,34642.986,40479.474,37599.12,34674.996,40523.244
"WEE","S1",0.2,2019,38801.09,35365.406,42236.774,38846.37,35403.238,42289.502
"WEE","S1",0.2,2020,42955.91,38438.698,47473.122,43024.09,38496.49,47551.69
"WEE","S1",0.2,2021,41528.7,36278.644,46778.756,41614.58,36351.784,46877.376
"WEE","S1",0.2,2022,40890.27,34356.61,47423.93,40993.63,34442.722,47544.538
"WEE","S1",0.4,1982,30236.75,27095.654,33377.846,30238.31,27097.214,33379.406
"WEE","S1",0.4,1983,28981.43,26170.202,31792.658,28983.88,26172.456,31795.304
"WEE","S1",0.4,1984,24455.21,21990.118,26920.302,24457.78,21992.296,26923.264
"WEE","S1",0.4,1985,21948.97,19820.998,24076.942,21951.56,19823.196,24079.924
"WEE","S1",0.4,1986,22140.39,19976.942,24303.838,22143.18,19979.34,24307.02
"WEE","S1",0.4,1987,22852.64,20619.22,25086.06,22855.91,20622.098,25089.722
"WEE","S1",0.4,1988,12796.8,11553.572,14040.028,12798.53,11555.0864,14041.9736
"WEE","S1",0.4,1989,7666.053,6956.6114,8375.4946,7667.019,6957.4794,8376.5586
"WEE","S1",0.4,1990,12324.8,11241.6452,13407.9548,12326.65,11243.2992,13410.0008
"WEE","S1",0.4,1991,14146.96,12906.9268,15386.9932,14148.99,12908.7412,15389.2388
"WEE","S1",0.4,1992,13116,11998.4276,14233.5724,13117.68,11999.9312,14235.4288
"WEE","S1",0.4,1993,14622.39,13392.4312,15852.3488,14624.21,13394.0552,15854.3648
"WEE","S1",0.4,1994,15962.36,14810.86,17113.86,15964.21,14812.5532,17115.8668
"WEE","S1",0.4,1995,21083.4,19671.2396,22495.5604,21086,19673.624,22498.376
"WEE","S1",0.4,1996,28964.93,27025.9216,30903.9384,28968.66,27029.2988,30908.0212
"WEE","S1",0.4,1997,35443,32956.936,37929.064,35447.64,32960.988,37934.292
"WEE","S1",0.4,1998,34674.01,32370.618,36977.402,34677.85,32374.066,36981.634
"WEE","S1",0.4,1999,35330.36,32774.912,37885.808,35334.34,32778.5,37890.18
"WEE","S1",0.4,2000,39805.79,37043.758,42567.822,39809.41,37046.986,42571.834
"WEE","S1",0.4,2001,50573.62,47252.596,53894.644,50577.35,47256.13,53898.57
"WEE","S1",0.4,2002,59042.56,55378.732,62706.388,59045.61,55381.39,62709.83
"WEE","S1",0.4,2003,66324.33,62345.334,70303.326,66325.45,62346.062,70304.838
"WEE","S1",0.4,2004,61635.86,58057.684,65214.036,61632.68,58054.308,65211.052
"WEE","S1",0.4,2005,58297.1,55095.048,61499.152,58287.16,55085.5,61488.82
"WEE","S1",0.4,2006,61518.62,58075.88,64961.36,61500.25,58058.294,64942.206
"WEE","S1",0.4,2007,60393.76,57000.02,63787.5,60365.65,56973.086,63758.214
"WEE","S1",0.4,2008,60362.31,57006.594,63718.026,60320.41,56966.458,63674.362
"WEE","S1",0.4,2009,61749.11,58327.146,65171.074,61693.67,58273.666,65113.674
"WEE","S1",0.4,2010,60408.78,57030.524,63787.036,60353.28,56977.376,63729.184
"WEE","S1",0.4,2011,54717.24,51476.968,57957.512,54677.28,51439.164,57915.396
"WEE","S1",0.4,2012,59260.52,55895.004,62626.036,59251.62,55886.692,62616.548
"WEE","S1",0.4,2013,52124.4,49037.204,55211.596,52154.71,49065.162,55244.258
"WEE","S1",0.4,2014,47784.87,44912.686,50657.054,47841.15,44964.066,50718.234
"WEE","S1",0.4,2015,42351.64,39766.792,44936.488,42423.63,39831.726,45015.534
"WEE","S1",0.4,2016,39128.07,36584.97,41671.17,39208.79,36656.282,41761.298
"WEE","S1",0.4,2017,36949.61,34335.754,39563.466,37039.5,34413.884,39665.116
"WEE","S1",0.4,2018,37490.18,34581.344,40399.016,37599.12,34674.996,40523.244
"WEE","S1",0.4,2019,38699.42,35277.064,42121.776,38846.37,35403.238,42289.502
"WEE","S1",0.4,2020,42795.79,38299.158,47292.422,43024.09,38496.49,47551.69
"WEE","S1",0.4,2021,41325.05,36100.866,46549.234,41614.58,36351.784,46877.376
"WEE","S1",0.4,2022,40623.18,34123.036,47123.324,40993.63,34442.722,47544.538
"WEE","S1",0.6,1982,30235.49,27094.59,33376.39,30238.31,27097.214,33379.406
"WEE","S1",0.6,1983,28979.39,26168.358,31790.422,28983.88,26172.456,31795.304
"WEE","S1",0.6,1984,24453.1,21988.204,26917.996,24457.78,21992.296,26923.264
"WEE","S1",0.6,1985,21946.84,19819.064,24074.616,21951.56,19823.196,24079.924
"WEE","S1",0.6,1986,22138.09,19974.838,24301.342,22143.18,19979.34,24307.02
"WEE","S1",0.6,1987,22849.96,20616.932,25082.988,22855.91,20622.098,25089.722
"WEE","S1",0.6,1988,12795.41,11552.378,14038.442,12798.53,11555.0864,14041.9736
"WEE","S1",0.6,1989,7665.305,6955.9222,8374.6878,7667.019,6957.4794,8376.5586
"WEE","S1",0.6,1990,12323.31,11240.312,13406.308,12326.65,11243.2992,13410.0008
"WEE","S1",0.6,1991,14145.31,12905.4728,15385.1472,14148.99,12908.7412,15389.2388
"WEE","S1",0.6,1992,13114.64,11997.2048,14232.0752,13117.68,11999.9312,14235.4288
"WEE","S1",0.6,1993,14620.94,13391.138,15850.742,14624.21,13394.0552,15854.3648
"WEE","S1",0.6,1994,15960.88,14809.5172,17112.2428,15964.21,14812.5532,17115.8668
"WEE","S1",0.6,1995,21081.28,19669.296,22493.264,21086,19673.624,22498.376
"WEE","S1",0.6,1996,28961.81,27023.076,30900.544,28968.66,27029.2988,30908.0212
"WEE","S1",0.6,1997,35439.09,32953.418,37924.762,35447.64,32960.988,37934.292
"WEE","S1",0.6,1998,34670.76,32367.564,36973.956,34677.85,32374.066,36981.634
"WEE","S1",0.6,1999,35326.93,32771.874,37881.986,35334.34,32778.5,37890.18
"WEE","S1",0.6,2000,39802.43,37040.594,42564.266,39809.41,37046.986,42571.834
"WEE","S1",0.6,2001,50569.64,47249.008,53890.272,50577.35,47256.13,53898.57
"WEE","S1",0.6,2002,59038.31,55374.678,62701.942,59045.61,55381.39,62709.83
"WEE","S1",0.6,2003,66320.4,62341.6,70299.2,66325.45,62346.062,70304.838
"WEE","S1",0.6,2004,61633.91,58055.93,65211.89,61632.68,58054.308,65211.052
"WEE","S1",0.6,2005,58298.11,55096.058,61500.162,58287.16,55085.5,61488.82
"WEE","S1",0.6,2006,61522.57,58079.634,64965.506,61500.25,58058.294,64942.206
"WEE","S1",0.6,2007,60400.97,57007.23,63794.71,60365.65,56973.086,63758.214
"WEE","S1",0.6,2008,60373.93,57018.018,63729.842,60320.41,56966.458,63674.362
"WEE","S1",0.6,2009,61765.48,58343.124,65187.836,61693.67,58273.666,65113.674
"WEE","S1",0.6,2010,60427.65,57049.002,63806.298,60353.28,56977.376,63729.184
"WEE","S1",0.6,2011,54733.77,51493.106,57974.434,54677.28,51439.164,57915.396
"WEE","S1",0.6,2012,59268.07,55902.75,62633.39,59251.62,55886.692,62616.548
"WEE","S1",0.6,2013,52116.68,49030.856,55202.504,52154.71,49065.162,55244.258
"WEE","S1",0.6,2014,47762.73,44893.29,50632.17,47841.15,44964.066,50718.234
"WEE","S1",0.6,2015,42318.09,39737.358,44898.822,42423.63,39831.726,45015.534
"WEE","S1",0.6,2016,39083.75,36546.334,41621.166,39208.79,36656.282,41761.298
"WEE","S1",0.6,2017,36893.24,34286.832,39499.648,37039.5,34413.884,39665.116
"WEE","S1",0.6,2018,37413.62,34514.976,40312.264,37599.12,34674.996,40523.244
"WEE","S1",0.6,2019,38589.56,35181.512,41997.608,38846.37,35403.238,42289.502
"WEE","S1",0.6,2020,42622.21,38147.726,47096.694,43024.09,38496.49,47551.69
"WEE","S1",0.6,2021,41103.74,35907.584,46299.896,41614.58,36351.784,46877.376
"WEE","S1",0.6,2022,40332.03,33868.146,46795.914,40993.63,34442.722,47544.538
"WEE","S1",0.8,1982,30234.08,27093.376,33374.784,30238.31,27097.214,33379.406
"WEE","S1",0.8,1983,28977.13,26166.294,31787.966,28983.88,26172.456,31795.304
"WEE","S1",0.8,1984,24450.77,21986.07,26915.47,24457.78,21992.296,26923.264
"WEE","S1",0.8,1985,21944.48,19816.9,24072.06,21951.56,19823.196,24079.924
"WEE","S1",0.8,1986,22135.55,19972.494,24298.606,22143.18,19979.34,24307.02
"WEE","S1",0.8,1987,22846.98,20614.344,25079.616,22855.91,20622.098,25089.722
"WEE","S1",0.8,1988,12793.87,11551.034,14036.706,12798.53,11555.0864,14041.9736
"WEE","S1",0.8,1989,7664.477,6955.1726,8373.7814,7667.019,6957.4794,8376.5586
"WEE","S1",0.8,1990,12321.66,11238.8384,13404.4816,12326.65,11243.2992,13410.0008
"WEE","S1",0.8,1991,14143.48,12903.8388,15383.1212,14148.99,12908.7412,15389.2388
"WEE","S1",0.8,1992,13113.14,11995.8616,14230.4184,13117.68,11999.9312,14235.4288
"WEE","S1",0.8,1993,14619.34,13389.7144,15848.9656,14624.21,13394.0552,15854.3648
"WEE","S1",0.8,1994,15959.25,14808.0244,17110.4756,15964.21,14812.5532,17115.8668
"WEE","S1",0.8,1995,21078.93,19667.142,22490.718,21086,19673.624,22498.376
"WEE","S1",0.8,1996,28958.35,27019.9492,30896.7508,28968.66,27029.2988,30908.0212
"WEE","S1",0.8,1997,35434.75,32949.47,37920.03,35447.64,32960.988,37934.292
"WEE","S1",0.8,1998,34667.15,32364.346,36969.954,34677.85,32374.066,36981.634
"WEE","S1",0.8,1999,35323.11,32768.446,37877.774,35334.34,32778.5,37890.18
"WEE","S1",0.8,2000,39798.68,37037.236,42560.124,39809.41,37046.986,42571.834
"WEE","S1",0.8,2001,50565.18,47244.94,53885.42,50577.35,47256.13,53898.57
"WEE","S1",0.8,2002,59033.55,55370.506,62696.594,59045.61,55381.39,62709.83
"WEE","S1",0.8,2003,66315.94,62337.728,70294.152,66325.45,62346.062,70304.838
"WEE","S1",0.8,2004,61631.58,58053.992,65209.168,61632.68,58054.308,65211.052
"WEE","S1",0.8,2005,58299,55097.144,61500.856,58287.16,55085.5,61488.82
"WEE","S1",0.8,2006,61526.61,58083.674,64969.546,61500.25,58058.294,64942.206
"WEE","S1",0.8,2007,60408.49,57014.554,63802.426,60365.65,56973.086,63758.214
"WEE","S1",0.8,2008,60386.14,57030.032,63742.248,60320.41,56966.458,63674.362
"WEE","S1",0.8,2009,61782.78,58360.032,65205.528,61693.67,58273.666,65113.674
"WEE","S1",0.8,2010,60447.69,57068.454,63826.926,60353.28,56977.376,63729.184
"WEE","S1",0.8,2011,54751.37,51510.118,57992.622,54677.28,51439.164,57915.396
"WEE","S1",0.8,2012,59276.02,55910.7,62641.34,59251.62,55886.692,62616.548
"WEE","S1",0.8,2013,52108.27,49024.014,55192.526,52154.71,49065.162,55244.258
"WEE","S1",0.8,2014,47738.75,44872.25,50605.25,47841.15,44964.066,50718.234
"WEE","S1",0.8,2015,42281.6,39705.376,44857.824,42423.63,39831.726,45015.534
"WEE","S1",0.8,2016,39035.41,36504.266,41566.554,39208.79,36656.282,41761.298
"WEE","S1",0.8,2017,36831.71,34233.534,39429.886,37039.5,34413.884,39665.116
"WEE","S1",0.8,2018,37329.93,34442.458,40217.402,37599.12,34674.996,40523.244
"WEE","S1",0.8,2019,38469.17,35076.998,41861.342,38846.37,35403.238,42289.502
"WEE","S1",0.8,2020,42431.45,37981.27,46881.63,43024.09,38496.49,47551.69
"WEE","S1",0.8,2021,40859.97,35694.39,46025.55,41614.58,36351.784,46877.376
"WEE","S1",0.8,2022,40010.67,33586.574,46434.766,40993.63,34442.722,47544.538
"WEE","S1",1,1982,30232.5,27091.796,33373.204,30238.31,27097.214,33379.406
"WEE","S1",1,1983,28974.58,26164.136,31785.024,28983.88,26172.456,31795.304
"WEE","S1",1,1984,24448.13,21983.822,26912.438,24457.78,21992.296,26923.264
"WEE","S1",1,1985,21941.82,19814.632,24069.008,21951.56,19823.196,24079.924
"WEE","S1",1,1986,22132.68,19970.016,24295.344,22143.18,19979.34,24307.02
"WEE","S1",1,1987,22843.62,20611.376,25075.864,22855.91,20622.098,25089.722
"WEE","S1",1,1988,12792.13,11549.5292,14034.7308,12798.53,11555.0864,14041.9736
"WEE","S1",1,1989,7663.547,6954.3406,8372.7534,7667.019,6957.4794,8376.5586
"WEE","S1",1,1990,12319.8,11237.1744,13402.4256,12326.65,11243.2992,13410.0008
"WEE","S1",1,1991,14141.41,12902.004,15380.816,14148.99,12908.7412,15389.2388
"WEE","S1",1,1992,13111.45,11994.348,14228.552,13117.68,11999.9312,14235.4288
"WEE","S1",1,1993,14617.54,13388.0908,15846.9892,14624.21,13394.0552,15854.3648
"WEE","S1",1,1994,15957.42,14806.3708,17108.4692,15964.21,14812.5532,17115.8668
"WEE","S1",1,1995,21076.28,19664.7076,22487.8524,21086,19673.624,22498.376
"WEE","S1",1,1996,28954.43,27016.382,30892.478,28968.66,27029.2988,30908.0212
"WEE","S1",1,1997,35429.85,32945.158,37914.542,35447.64,32960.988,37934.292
"WEE","S1",1,1998,34663.09,32360.678,36965.502,34677.85,32374.066,36981.634
"WEE","S1",1,1999,35318.81,32764.538,37873.082,35334.34,32778.5,37890.18
"WEE","S1",1,2000,39794.46,37033.212,42555.708,39809.41,37046.986,42571.834
"WEE","S1",1,2001,50560.15,47240.302,53879.998,50577.35,47256.13,53898.57
"WEE","S1",1,2002,59028.14,55365.488,62690.792,59045.61,55381.39,62709.83
"WEE","S1",1,2003,66310.86,62333.04,70288.68,66325.45,62346.062,70304.838
"WEE","S1",1,2004,61628.88,58051.684,65206.076,61632.68,58054.308,65211.052
"WEE","S1",1,2005,58299.86,55098.2,61501.52,58287.16,55085.5,61488.82
"WEE","S1",1,2006,61530.91,58087.974,64973.846,61500.25,58058.294,64942.206
"WEE","S1",1,2007,60416.57,57022.634,63810.506,60365.65,56973.086,63758.214
"WEE","S1",1,2008,60399.29,57042.986,63755.594,60320.41,56966.458,63674.362
"WEE","S1",1,2009,61801.35,58378.21,65224.49,61693.67,58273.666,65113.674
"WEE","S1",1,2010,60469.2,57089.572,63848.828,60353.28,56977.376,63729.184
"WEE","S1",1,2011,54770.3,51528.656,58011.944,54677.28,51439.164,57915.396
"WEE","S1",1,2012,59284.46,55919.532,62649.388,59251.62,55886.692,62616.548
"WEE","S1",1,2013,52098.88,49016.192,55181.568,52154.71,49065.162,55244.258
"WEE","S1",1,2014,47712.18,44849.012,50575.348,47841.15,44964.066,50718.234
"WEE","S1",1,2015,42241.19,39669.866,44812.514,42423.63,39831.726,45015.534
"WEE","S1",1,2016,38981.87,36457.782,41505.958,39208.79,36656.282,41761.298
"WEE","S1",1,2017,36763.41,34174.446,39352.374,37039.5,34413.884,39665.116
"WEE","S1",1,2018,37236.83,34361.706,40111.954,37599.12,34674.996,40523.244
"WEE","S1",1,2019,38334.9,34960.368,41709.432,38846.37,35403.238,42289.502
"WEE","S1",1,2020,42218,37794.868,46641.132,43024.09,38496.49,47551.69
"WEE","S1",1,2021,40586.54,35455.26,45717.82,41614.58,36351.784,46877.376
"WEE","S1",1,2022,39648.98,33269.572,46028.388,40993.63,34442.722,47544.538
"WEE","S2",0.2,1982,30239,27097.708,33380.292,30238.31,27097.214,33379.406
"WEE","S2",0.2,1983,28985.02,26173.4,31796.64,28983.88,26172.456,31795.304
"WEE","S2",0.2,1984,24458.93,21993.446,26924.414,24457.78,21992.296,26923.264
"WEE","S2",0.2,1985,21952.71,19824.346,24081.074,21951.56,19823.196,24079.924
"WEE","S2",0.2,1986,22144.42,19980.384,24308.456,22143.18,19979.34,24307.02
"WEE","S2",0.2,1987,22857.37,20623.362,25091.378,22855.91,20622.098,25089.722
"WEE","S2",0.2,1988,12799.25,11555.7084,14042.7916,12798.53,11555.0864,14041.9736
"WEE","S2",0.2,1989,7667.38,6957.8012,8376.9588,7667.019,6957.4794,8376.5586
"WEE","S2",0.2,1990,12327.43,11244.0008,13410.8592,12326.65,11243.2992,13410.0008
"WEE","S2",0.2,1991,14149.87,12909.5232,15390.2168,14148.99,12908.7412,15389.2388
"WEE","S2",0.2,1992,13118.39,12000.5628,14236.2172,13117.68,11999.9312,14235.4288
"WEE","S2",0.2,1993,14624.95,13394.7168,15855.1832,14624.21,13394.0552,15854.3648
"WEE","S2",0.2,1994,15964.96,14813.2444,17116.6756,15964.21,14812.5532,17115.8668
"WEE","S2",0.2,1995,21087.13,19674.6756,22499.5844,21086,19673.624,22498.376
"WEE","S2",0.2,1996,28970.43,27030.912,30909.948,28968.66,27029.2988,30908.0212
"WEE","S2",0.2,1997,35449.88,32963.032,37936.728,35447.64,32960.988,37934.292
"WEE","S2",0.2,1998,34679.73,32375.75,36983.71,34677.85,32374.066,36981.634
"WEE","S2",0.2,1999,35336.4,32780.364,37892.436,35334.34,32778.5,37890.18
"WEE","S2",0.2,2000,39811.7,37049.08,42574.32,39809.41,37046.986,42571.834
"WEE","S2",0.2,2001,50580.58,47258.968,53902.192,50577.35,47256.13,53898.57
"WEE","S2",0.2,2002,59049.91,55385.298,62714.522,59045.61,55381.39,62709.83
"WEE","S2",0.2,2003,66331.03,62351.25,70310.81,66325.45,62346.062,70304.838
"WEE","S2",0.2,2004,61639,58060.236,65217.764,61632.68,58054.308,65211.052
"WEE","S2",0.2,2005,58294.86,55092.612,61497.108,58287.16,55085.5,61488.82
"WEE","S2",0.2,2006,61510.96,58068.22,64953.7,61500.25,58058.294,64942.206
"WEE","S2",0.2,2007,60380.1,56986.752,63773.448,60365.65,56973.086,63758.214
"WEE","S2",0.2,2008,60340.49,56985.362,63695.618,60320.41,56966.458,63674.362
"WEE","S2",0.2,2009,61718.48,58297.104,65139.856,61693.67,58273.666,65113.674
"WEE","S2",0.2,2010,60373.59,56996.118,63751.062,60353.28,56977.376,63729.184
"WEE","S2",0.2,2011,54686.5,51447.012,57925.988,54677.28,51439.164,57915.396
"WEE","S2",0.2,2012,59246.43,55880.718,62612.142,59251.62,55886.692,62616.548
"WEE","S2",0.2,2013,52138.3,49048.752,55227.848,52154.71,49065.162,55244.258
"WEE","S2",0.2,2014,47824.97,44947.886,50702.054,47841.15,44964.066,50718.234
"WEE","S2",0.2,2015,42412.38,39820.28,45004.48,42423.63,39831.726,45015.534
"WEE","S2",0.2,2016,39208.19,36654.898,41761.482,39208.79,36656.282,41761.298
"WEE","S2",0.2,2017,37051.15,34423.966,39678.334,37039.5,34413.884,39665.116
"WEE","S2",0.2,2018,37627.59,34700.526,40554.654,37599.12,34674.996,40523.244
"WEE","S2",0.2,2019,38895.94,35447.712,42344.168,38846.37,35403.238,42289.502
"WEE","S2",0.2,2020,43104.98,38568.756,47641.204,43024.09,38496.49,47551.69
"WEE","S2",0.2,2021,41717.99,36443.826,46992.154,41614.58,36351.784,46877.376
"WEE","S2",0.2,2022,41137.96,34573.136,47702.784,40993.63,34442.722,47544.538
"WEE","S2",0.4,1982,30239,27097.708,33380.292,30238.31,27097.214,33379.406
"WEE","S2",0.4,1983,28985.02,26173.4,31796.64,28983.88,26172.456,31795.304
"WEE","S2",0.4,1984,24458.93,21993.446,26924.414,24457.78,21992.296,26923.264
"WEE","S2",0.4,1985,21952.71,19824.346,24081.074,21951.56,19823.196,24079.924
"WEE","S2",0.4,1986,22144.42,19980.384,24308.456,22143.18,19979.34,24307.02
"WEE","S2",0.4,1987,22857.37,20623.362,25091.378,22855.91,20622.098,25089.722
"WEE","S2",0.4,1988,12799.25,11555.7084,14042.7916,12798.53,11555.0864,14041.9736
"WEE","S2",0.4,1989,7667.38,6957.8012,8376.9588,7667.019,6957.4794,8376.5586
"WEE","S2",0.4,1990,12327.43,11244.0008,13410.8592,12326.65,11243.2992,13410.0008
"WEE","S2",0.4,1991,14149.87,12909.5232,15390.2168,14148.99,12908.7412,15389.2388
"WEE","S2",0.4,1992,13118.39,12000.5628,14236.2172,13117.68,11999.9312,14235.4288
"WEE","S2",0.4,1993,14624.95,13394.7168,15855.1832,14624.21,13394.0552,15854.3648
"WEE","S2",0.4,1994,15964.96,14813.2444,17116.6756,15964.21,14812.5532,17115.8668
"WEE","S2",0.4,1995,21087.13,19674.6756,22499.5844,21086,19673.624,22498.376
"WEE","S2",0.4,1996,28970.43,27030.912,30909.948,28968.66,27029.2988,30908.0212
"WEE","S2",0.4,1997,35449.88,32963.032,37936.728,35447.64,32960.988,37934.292
"WEE","S2",0.4,1998,34679.73,32375.75,36983.71,34677.85,32374.066,36981.634
"WEE","S2",0.4,1999,35336.4,32780.364,37892.436,35334.34,32778.5,37890.18
"WEE","S2",0.4,2000,39811.7,37049.08,42574.32,39809.41,37046.986,42571.834
"WEE","S2",0.4,2001,50580.58,47258.968,53902.192,50577.35,47256.13,53898.57
"WEE","S2",0.4,2002,59049.91,55385.298,62714.522,59045.61,55381.39,62709.83
"WEE","S2",0.4,2003,66331.03,62351.25,70310.81,66325.45,62346.062,70304.838
"WEE","S2",0.4,2004,61639,58060.236,65217.764,61632.68,58054.308,65211.052
"WEE","S2",0.4,2005,58294.86,55092.612,61497.108,58287.16,55085.5,61488.82
"WEE","S2",0.4,2006,61510.96,58068.22,64953.7,61500.25,58058.294,64942.206
"WEE","S2",0.4,2007,60380.1,56986.752,63773.448,60365.65,56973.086,63758.214
"WEE","S2",0.4,2008,60340.49,56985.362,63695.618,60320.41,56966.458,63674.362
"WEE","S2",0.4,2009,61718.48,58297.104,65139.856,61693.67,58273.666,65113.674
"WEE","S2",0.4,2010,60373.59,56996.118,63751.062,60353.28,56977.376,63729.184
"WEE","S2",0.4,2011,54686.5,51447.012,57925.988,54677.28,51439.164,57915.396
"WEE","S2",0.4,2012,59246.43,55880.718,62612.142,59251.62,55886.692,62616.548
"WEE","S2",0.4,2013,52138.3,49048.752,55227.848,52154.71,49065.162,55244.258
"WEE","S2",0.4,2014,47824.97,44947.886,50702.054,47841.15,44964.066,50718.234
"WEE","S2",0.4,2015,42412.38,39820.28,45004.48,42423.63,39831.726,45015.534
"WEE","S2",0.4,2016,39208.19,36654.898,41761.482,39208.79,36656.282,41761.298
"WEE","S2",0.4,2017,37051.15,34423.966,39678.334,37039.5,34413.884,39665.116
"WEE","S2",0.4,2018,37627.59,34700.526,40554.654,37599.12,34674.996,40523.244
"WEE","S2",0.4,2019,38895.94,35447.712,42344.168,38846.37,35403.238,42289.502
"WEE","S2",0.4,2020,43104.98,38568.756,47641.204,43024.09,38496.49,47551.69
"WEE","S2",0.4,2021,41717.99,36443.826,46992.154,41614.58,36351.784,46877.376
"WEE","S2",0.4,2022,41137.96,34573.136,47702.784,40993.63,34442.722,47544.538
"WEE","S2",0.6,1982,30239,27097.708,33380.292,30238.31,27097.214,33379.406
"WEE","S2",0.6,1983,28985.02,26173.4,31796.64,28983.88,26172.456,31795.304
"WEE","S2",0.6,1984,24458.93,21993.446,26924.414,24457.78,21992.296,26923.264
"WEE","S2",0.6,1985,21952.71,19824.346,24081.074,21951.56,19823.196,24079.924
"WEE","S2",0.6,1986,22144.42,19980.384,24308.456,22143.18,19979.34,24307.02
"WEE","S2",0.6,1987,22857.37,20623.362,25091.378,22855.91,20622.098,25089.722
"WEE","S2",0.6,1988,12799.25,11555.7084,14042.7916,12798.53,11555.0864,14041.9736
"WEE","S2",0.6,1989,7667.38,6957.8012,8376.9588,7667.019,6957.4794,8376.5586
"WEE","S2",0.6,1990,12327.43,11244.0008,13410.8592,12326.65,11243.2992,13410.0008
"WEE","S2",0.6,1991,14149.87,12909.5232,15390.2168,14148.99,12908.7412,15389.2388
"WEE","S2",0.6,1992,13118.39,12000.5628,14236.2172,13117.68,11999.9312,14235.4288
"WEE","S2",0.6,1993,14624.95,13394.7168,15855.1832,14624.21,13394.0552,15854.3648
"WEE","S2",0.6,1994,15964.96,14813.2444,17116.6756,15964.21,14812.5532,17115.8668
"WEE","S2",0.6,1995,21087.13,19674.6756,22499.5844,21086,19673.624,22498.376
"WEE","S2",0.6,1996,28970.43,27030.912,30909.948,28968.66,27029.2988,30908.0212
"WEE","S2",0.6,1997,35449.88,32963.032,37936.728,35447.64,32960.988,37934.292
"WEE","S2",0.6,1998,34679.73,32375.75,36983.71,34677.85,32374.066,36981.634
"WEE","S2",0.6,1999,35336.4,32780.364,37892.436,35334.34,32778.5,37890.18
"WEE","S2",0.6,2000,39811.7,37049.08,42574.32,39809.41,37046.986,42571.834
"WEE","S2",0.6,2001,50580.58,47258.968,53902.192,50577.35,47256.13,53898.57
"WEE","S2",0.6,2002,59049.91,55385.298,62714.522,59045.61,55381.39,62709.83
"WEE","S2",0.6,2003,66331.03,62351.25,70310.81,66325.45,62346.062,70304.838
"WEE","S2",0.6,2004,61639,58060.236,65217.764,61632.68,58054.308,65211.052
"WEE","S2",0.6,2005,58294.86,55092.612,61497.108,58287.16,55085.5,61488.82
"WEE","S2",0.6,2006,61510.96,58068.22,64953.7,61500.25,58058.294,64942.206
"WEE","S2",0.6,2007,60380.1,56986.752,63773.448,60365.65,56973.086,63758.214
"WEE","S2",0.6,2008,60340.49,56985.362,63695.618,60320.41,56966.458,63674.362
"WEE","S2",0.6,2009,61718.48,58297.104,65139.856,61693.67,58273.666,65113.674
"WEE","S2",0.6,2010,60373.59,56996.118,63751.062,60353.28,56977.376,63729.184
"WEE","S2",0.6,2011,54686.5,51447.012,57925.988,54677.28,51439.164,57915.396
"WEE","S2",0.6,2012,59246.43,55880.718,62612.142,59251.62,55886.692,62616.548
"WEE","S2",0.6,2013,52138.3,49048.752,55227.848,52154.71,49065.162,55244.258
"WEE","S2",0.6,2014,47824.97,44947.886,50702.054,47841.15,44964.066,50718.234
"WEE","S2",0.6,2015,42412.38,39820.28,45004.48,42423.63,39831.726,45015.534
"WEE","S2",0.6,2016,39208.19,36654.898,41761.482,39208.79,36656.282,41761.298
"WEE","S2",0.6,2017,37051.15,34423.966,39678.334,37039.5,34413.884,39665.116
"WEE","S2",0.6,2018,37627.59,34700.526,40554.654,37599.12,34674.996,40523.244
"WEE","S2",0.6,2019,38895.94,35447.712,42344.168,38846.37,35403.238,42289.502
"WEE","S2",0.6,2020,43104.98,38568.756,47641.204,43024.09,38496.49,47551.69
"WEE","S2",0.6,2021,41717.99,36443.826,46992.154,41614.58,36351.784,46877.376
"WEE","S2",0.6,2022,41137.96,34573.136,47702.784,40993.63,34442.722,47544.538
