"Dataset","Scenario","q","Year","SSB","SSB_95_lo","SSB_95_hi","SSB_base","StdDev_base","SSB_base_95_lo","SSB_base_95_hi"
"WEE","S1",0.4,1998,1977060,1103146.96,2850973.04,2022450,422377,1194591.08,2850308.92
"WEE","S1",0.4,1999,1944760,1091015.36,2798504.64,1984310,412168,1176460.72,2792159.28
"WEE","S1",0.4,2000,1896560,1070051.52,2723068.48,1930370,398324,1149654.96,2711085.04
"WEE","S1",0.4,2001,1839040,1043579.88,2634500.12,1867440,382551,1117640.04,2617239.96
"WEE","S1",0.4,2002,1772460,1010833.4,2534086.6,1796150,365587,1079599.48,2512700.52
"WEE","S1",0.4,2003,1689800,966005.32,2413594.68,1710920,347094,1030615.76,2391224.24
"WEE","S1",0.4,2004,1585010,905272.2,2264747.8,1607890,326287,968367.48,2247412.52
"WEE","S1",0.4,2005,1482710,846390.12,2119029.88,1507420,305946,907765.84,2107074.16
"WEE","S1",0.4,2006,1389150,793937.2,1984362.8,1416770,287019,854212.76,1979327.24
"WEE","S1",0.4,2007,1309830,749422.88,1870237.12,1340010,271138,808579.52,1871440.48
"WEE","S1",0.4,2008,1253540,718977.44,1788102.56,1285280,259407,776842.28,1793717.72
"WEE","S1",0.4,2009,1216260,700199.84,1732320.16,1249500,251140,757265.6,1741734.4
"WEE","S1",0.4,2010,1185900,684567.28,1687232.72,1221560,244692,741963.68,1701156.32
"WEE","S1",0.4,2011,1156210,668856,1643564,1195460,238717,727574.68,1663345.32
"WEE","S1",0.4,2012,1145160,665038.4,1625281.6,1186300,235702,724324.08,1648275.92
"WEE","S1",0.4,2013,1152950,672232.56,1633667.44,1194900,236041,732259.64,1657540.36
"WEE","S1",0.4,2014,1163680,678031.2,1649328.8,1206270,237983,739823.32,1672716.68
"WEE","S1",0.4,2015,1157970,670925.68,1645014.32,1204820,238551,737260.04,1672379.96
"WEE","S1",0.4,2016,1126670,645015.68,1608324.32,1182060,236565,718392.6,1645727.4
"WEE","S1",0.4,2017,1081720,610853.52,1552586.48,1150070,233179,693039.16,1607100.84
"WEE","S1",0.4,2018,1027290,572134.88,1482445.12,1111920,228689,663689.56,1560150.44
"WEE","S1",0.4,2019,959165,525799.2,1392530.8,1061000,222336,625221.44,1496778.56
"WEE","S1",0.4,2020,891526,482634.72,1300417.28,1015000,216286,591079.44,1438920.56
"WEE","S1",0.4,2021,830478,446561.04,1214394.96,979053,211438,564634.52,1393471.48
"WEE","S1",0.4,2022,782196,419703.8,1144688.2,961497,209920,550053.8,1372940.2
"WEE","S1",0.4,2023,749317,402277.44,1096356.56,947226,209461,536682.44,1357769.56
"WEE","S1",0.6,1963,2228640,1005490.24,3451789.76,1897550,420361,1073642.44,2721457.56
"WEE","S1",0.6,1964,2243340,1017655.96,3469024.04,1909820,420987,1084685.48,2734954.52
"WEE","S1",0.6,1965,2263530,1028267.44,3498792.56,1922030,421436,1096015.44,2748044.56
"WEE","S1",0.6,1966,2265180,1017377.36,3512982.64,1916610,421879,1089727.16,2743492.84
"WEE","S1",0.6,1967,2266800,996996.36,3536603.64,1909930,424340,1078223.6,2741636.4
"WEE","S1",0.6,1968,2268370,970934.28,3565805.72,1903070,427831,1064521.24,2741618.76
"WEE","S1",0.6,1969,2260290,947799.52,3572780.48,1894740,430780,1050411.2,2739068.8
"WEE","S1",0.6,1970,2247080,931183.04,3562976.96,1885190,432473,1037542.92,2732837.08
"WEE","S1",0.6,1971,2219070,913843.28,3524296.72,1868000,432013,1021254.52,2714745.48
"WEE","S1",0.6,1972,2155410,875684.84,3435135.16,1823390,428166,984184.64,2662595.36
"WEE","S1",0.6,1973,2069220,830178.56,3308261.44,1765580,420772,940866.88,2590293.12
"WEE","S1",0.6,1974,1961700,775382.56,3148017.44,1692860,410118,889028.72,2496691.28
"WEE","S1",0.6,1975,1851470,723613.48,2979326.52,1618570,397494,839481.76,2397658.24
"WEE","S1",0.6,1976,1762600,693018.2,2832181.8,1562780,384516,809128.64,2316431.36
"WEE","S1",0.6,1977,1694170,675230.68,2713109.32,1520060,372908,789160.32,2250959.68
"WEE","S1",0.6,1978,1659120,677326.6,2640913.4,1502610,364937,787333.48,2217886.52
"WEE","S1",0.6,1979,1692970,723785.28,2662154.72,1539760,364223,825882.92,2253637.08
"WEE","S1",0.6,1980,1778900,799576.2,2758223.8,1619510,371155,892046.2,2346973.8
"WEE","S1",0.6,1981,1900160,891506.76,2908813.24,1728180,385332,972929.28,2483430.72
"WEE","S1",0.6,1982,2008830,966066.88,3051593.12,1826710,402136,1038523.44,2614896.56
"WEE","S1",0.6,1983,2117170,1043572.16,3190767.84,1926540,417958,1107342.32,2745737.68
"WEE","S1",0.6,1984,2196720,1103136.04,3290303.96,2001670,429638,1159579.52,2843760.48
"WEE","S1",0.6,1985,2229130,1131653.48,3326606.52,2035630,434878,1183269.12,2887990.88
"WEE","S1",0.6,1986,2220390,1135463.36,3305316.64,2034490,433336,1185151.44,2883828.56
"WEE","S1",0.6,1987,2183930,1124146.24,3243713.76,2009020,426462,1173154.48,2844885.52
"WEE","S1",0.6,1988,2132570,1104718.56,3160421.44,1970570,416479,1154271.16,2786868.84
"WEE","S1",0.6,1989,2069100,1076767.68,3061432.32,1922740,404973,1128992.92,2716487.08
"WEE","S1",0.6,1990,2031990,1065300.36,2998679.64,1894910,396678,1117421.12,2672398.88
"WEE","S1",0.6,1991,2012450,1060209.48,2964690.52,1882830,392647,1113241.88,2652418.12
"WEE","S1",0.6,1992,2005750,1059779.52,2951720.48,1884170,392034,1115783.36,2652556.64
"WEE","S1",0.6,1993,2025510,1068179.36,2982840.64,1899260,395898,1123299.92,2675220.08
"WEE","S1",0.6,1994,2067070,1086115.48,3048024.52,1929810,403230,1139479.2,2720140.8
"WEE","S1",0.6,1995,2162080,1132780.12,3191379.88,1987640,416289,1171713.56,2803566.44
"WEE","S1",0.6,1996,2235390,1172299.72,3298480.28,2037020,426074,1201914.96,2872125.04
"WEE","S1",0.6,1997,2264520,1188556.44,3340483.56,2046010,428049,1207033.96,2884986.04
"WEE","S1",0.6,1998,2252800,1185513.36,3320086.64,2022450,422377,1194591.08,2850308.92
"WEE","S1",0.6,1999,2223170,1177178.76,3269161.24,1984310,412168,1176460.72,2792159.28
"WEE","S1",0.6,2000,2171770,1157056.44,3186483.56,1930370,398324,1149654.96,2711085.04
"WEE","S1",0.6,2001,2106560,1128929.64,3084190.36,1867440,382551,1117640.04,2617239.96
"WEE","S1",0.6,2002,2028840,1092736.16,2964943.84,1796150,365587,1079599.48,2512700.52
"WEE","S1",0.6,2003,1932810,1043248.32,2822371.68,1710920,347094,1030615.76,2391224.24
"WEE","S1",0.6,2004,1811880,976286.92,2647473.08,1607890,326287,968367.48,2247412.52
"WEE","S1",0.6,2005,1692840,910972.48,2474707.52,1507420,305946,907765.84,2107074.16
"WEE","S1",0.6,2006,1582200,851806,2312594,1416770,287019,854212.76,1979327.24
"WEE","S1",0.6,2007,1486720,800563.2,2172876.8,1340010,271138,808579.52,1871440.48
"WEE","S1",0.6,2008,1415900,763684.52,2068115.48,1285280,259407,776842.28,1793717.72
"WEE","S1",0.6,2009,1365520,738878.6,1992161.4,1249500,251140,757265.6,1741734.4
"WEE","S1",0.6,2010,1323370,717880.92,1928859.08,1221560,244692,741963.68,1701156.32
"WEE","S1",0.6,2011,1282220,697285.44,1867154.56,1195460,238717,727574.68,1663345.32
"WEE","S1",0.6,2012,1259570,689055.16,1830084.84,1186300,235702,724324.08,1648275.92
"WEE","S1",0.6,2013,1255190,692268.2,1818111.8,1194900,236041,732259.64,1657540.36
"WEE","S1",0.6,2014,1254350,694670.04,1814029.96,1206270,237983,739823.32,1672716.68
"WEE","S1",0.6,2015,1236840,683392.84,1790287.16,1204820,238551,737260.04,1672379.96
"WEE","S1",0.6,2016,1193230,652420.92,1734039.08,1182060,236565,718392.6,1645727.4
"WEE","S1",0.6,2017,1134290,612273.4,1656306.6,1150070,233179,693039.16,1607100.84
"WEE","S1",0.6,2018,1064770,567380.8,1562159.2,1111920,228689,663689.56,1560150.44
"WEE","S1",0.6,2019,983190,516621.8,1449758.2,1061000,222336,625221.44,1496778.56
"WEE","S1",0.6,2020,902015,469635.08,1334394.92,1015000,216286,591079.44,1438920.56
"WEE","S1",0.6,2021,826982,429991.84,1223972.16,979053,211438,564634.52,1393471.48
"WEE","S1",0.6,2022,763784,399514.08,1128053.92,961497,209920,550053.8,1372940.2
"WEE","S1",0.6,2023,734015,380566.24,1087463.76,947226,209461,536682.44,1357769.56
"WEE","S1",0.8,1963,2384720,807578.56,3961861.44,1897550,420361,1073642.44,2721457.56
"WEE","S1",0.8,1964,2400290,820810.28,3979769.72,1909820,420987,1084685.48,2734954.52
"WEE","S1",0.8,1965,2430340,840321.36,4020358.64,1922030,421436,1096015.44,2748044.56
"WEE","S1",0.8,1966,2444300,842315.56,4046284.44,1916610,421879,1089727.16,2743492.84
"WEE","S1",0.8,1967,2458570,837107.08,4080032.92,1909930,424340,1078223.6,2741636.4
"WEE","S1",0.8,1968,2448600,830318.16,4066881.84,1903070,427831,1064521.24,2741618.76
"WEE","S1",0.8,1969,2431230,824118.2,4038341.8,1894740,430780,1050411.2,2739068.8
"WEE","S1",0.8,1970,2414070,821511.2,4006628.8,1885190,432473,1037542.92,2732837.08
"WEE","S1",0.8,1971,2371160,812191.68,3930128.32,1868000,432013,1021254.52,2714745.48
"WEE","S1",0.8,1972,2292470,779816.48,3805123.52,1823390,428166,984184.64,2662595.36
"WEE","S1",0.8,1973,2188050,738435.96,3637664.04,1765580,420772,940866.88,2590293.12
"WEE","S1",0.8,1974,2065710,688453.28,3442966.72,1692860,410118,889028.72,2496691.28
"WEE","S1",0.8,1975,1943970,642653.48,3245286.52,1618570,397494,839481.76,2397658.24
"WEE","S1",0.8,1976,1845910,618801.04,3073018.96,1562780,384516,809128.64,2316431.36
"WEE","S1",0.8,1977,1769810,608727.56,2930892.44,1520060,372908,789160.32,2250959.68
"WEE","S1",0.8,1978,1727190,618774.72,2835605.28,1502610,364937,787333.48,2217886.52
"WEE","S1",0.8,1979,1758570,675227.04,2841912.96,1539760,364223,825882.92,2253637.08
"WEE","S1",0.8,1980,1843110,760215.88,2926004.12,1619510,371155,892046.2,2346973.8
"WEE","S1",0.8,1981,1961530,859024.12,3064035.88,1728180,385332,972929.28,2483430.72
"WEE","S1",0.8,1982,2059360,934927.6,3183792.4,1826710,402136,1038523.44,2614896.56
"WEE","S1",0.8,1983,2159240,1013612.16,3304867.84,1926540,417958,1107342.32,2745737.68
"WEE","S1",0.8,1984,2233670,1074343.72,3392996.28,2001670,429638,1159579.52,2843760.48
"WEE","S1",0.8,1985,2263070,1104008.32,3422131.68,2035630,434878,1183269.12,2887990.88
"WEE","S1",0.8,1986,2253910,1109319,3398501,2034490,433336,1185151.44,2883828.56
"WEE","S1",0.8,1987,2221380,1100895.04,3341864.96,2009020,426462,1173154.48,2844885.52
"WEE","S1",0.8,1988,2175120,1084536.8,3265703.2,1970570,416479,1154271.16,2786868.84
"WEE","S1",0.8,1989,2116470,1059159.76,3173780.24,1922740,404973,1128992.92,2716487.08
"WEE","S1",0.8,1990,2087670,1051182.8,3124157.2,1894910,396678,1117421.12,2672398.88
"WEE","S1",0.8,1991,2075570,1048349.68,3102790.32,1882830,392647,1113241.88,2652418.12
"WEE","S1",0.8,1992,2073960,1048574.24,3099345.76,1884170,392034,1115783.36,2652556.64
"WEE","S1",0.8,1993,2098780,1057312.44,3140247.56,1899260,395898,1123299.92,2675220.08
"WEE","S1",0.8,1994,2145550,1075417.44,3215682.56,1929810,403230,1139479.2,2720140.8
"WEE","S1",0.8,1995,2255440,1126325.16,3384554.84,1987640,416289,1171713.56,2803566.44
"WEE","S1",0.8,1996,2338480,1169751.6,3507208.4,2037020,426074,1201914.96,2872125.04
"WEE","S1",0.8,1997,2371730,1189365.88,3554094.12,2046010,428049,1207033.96,2884986.04
"WEE","S1",0.8,1998,2362230,1189358.16,3535101.84,2022450,422377,1194591.08,2850308.92
"WEE","S1",0.8,1999,2335570,1184407.12,3486732.88,1984310,412168,1176460.72,2792159.28
"WEE","S1",0.8,2000,2286930,1167242.76,3406617.24,1930370,398324,1149654.96,2711085.04
"WEE","S1",0.8,2001,2223600,1141391.88,3305808.12,1867440,382551,1117640.04,2617239.96
"WEE","S1",0.8,2002,2146940,1107071.8,3186808.2,1796150,365587,1079599.48,2512700.52
"WEE","S1",0.8,2003,2049520,1058496.96,3040543.04,1710920,347094,1030615.76,2391224.24
"WEE","S1",0.8,2004,1923720,990805.08,2856634.92,1607890,326287,968367.48,2247412.52
"WEE","S1",0.8,2005,1800050,924955.08,2675144.92,1507420,305946,907765.84,2107074.16
"WEE","S1",0.8,2006,1684190,864763,2503617,1416770,287019,854212.76,1979327.24
"WEE","S1",0.8,2007,1584130,812264.36,2355995.64,1340010,271138,808579.52,1871440.48
"WEE","S1",0.8,2008,1509440,773750.08,2245129.92,1285280,259407,776842.28,1793717.72
"WEE","S1",0.8,2009,1455100,746773.64,2163426.36,1249500,251140,757265.6,1741734.4
"WEE","S1",0.8,2010,1407520,722786.16,2092253.84,1221560,244692,741963.68,1701156.32
"WEE","S1",0.8,2011,1358840,698529.72,2019150.28,1195460,238717,727574.68,1663345.32
"WEE","S1",0.8,2012,1329000,686900.08,1971099.92,1186300,235702,724324.08,1648275.92
"WEE","S1",0.8,2013,1317430,687172.4,1947687.6,1194900,236041,732259.64,1657540.36
"WEE","S1",0.8,2014,1311130,688144,1934116,1206270,237983,739823.32,1672716.68
"WEE","S1",0.8,2015,1288560,675971.8,1901148.2,1204820,238551,737260.04,1672379.96
"WEE","S1",0.8,2016,1240030,644148.84,1835911.16,1182060,236565,718392.6,1645727.4
"WEE","S1",0.8,2017,1176460,603020.84,1749899.16,1150070,233179,693039.16,1607100.84
"WEE","S1",0.8,2018,1102530,557165.88,1647894.12,1111920,228689,663689.56,1560150.44
"WEE","S1",0.8,2019,1017460,506203.8,1528716.2,1061000,222336,625221.44,1496778.56
"WEE","S1",0.8,2020,932832,459103.92,1406560.08,1015000,216286,591079.44,1438920.56
"WEE","S1",0.8,2021,853648,419010.16,1288285.84,979053,211438,564634.52,1393471.48
"WEE","S1",0.8,2022,790928,389498.44,1192357.56,961497,209920,550053.8,1372940.2
"WEE","S1",0.8,2023,797693,359589.88,1235796.12,947226,209461,536682.44,1357769.56
"WEE","S1",1,1963,1172680,670477.04,1674882.96,1897550,420361,1073642.44,2721457.56
"WEE","S1",1,1964,1185770,683163.28,1688376.72,1909820,420987,1084685.48,2734954.52
"WEE","S1",1,1965,1205020,702438.76,1707601.24,1922030,421436,1096015.44,2748044.56
"WEE","S1",1,1966,1208130,705789.84,1710470.16,1916610,421879,1089727.16,2743492.84
"WEE","S1",1,1967,1211120,704812.8,1717427.2,1909930,424340,1078223.6,2741636.4
"WEE","S1",1,1968,1207650,700813.6,1714486.4,1903070,427831,1064521.24,2741618.76
"WEE","S1",1,1969,1201350,697326.2,1705373.8,1894740,430780,1050411.2,2739068.8
"WEE","S1",1,1970,1196510,698011.44,1695008.56,1885190,432473,1037542.92,2732837.08
"WEE","S1",1,1971,1180250,691494.6,1669005.4,1868000,432013,1021254.52,2714745.48
"WEE","S1",1,1972,1137780,663420.8,1612139.2,1823390,428166,984184.64,2662595.36
"WEE","S1",1,1973,1081410,626090.24,1536729.76,1765580,420772,940866.88,2590293.12
"WEE","S1",1,1974,1012100,579808.28,1444391.72,1692860,410118,889028.72,2496691.28
"WEE","S1",1,1975,943471,536190.84,1350751.16,1618570,397494,839481.76,2397658.24
"WEE","S1",1,1976,894748,511781.64,1277714.36,1562780,384516,809128.64,2316431.36
"WEE","S1",1,1977,859384,498065.84,1220702.16,1520060,372908,789160.32,2250959.68
"WEE","S1",1,1978,844114,499410.76,1188817.24,1502610,364937,787333.48,2217886.52
"WEE","S1",1,1979,875033,536799.72,1213266.28,1539760,364223,825882.92,2253637.08
"WEE","S1",1,1980,938085,595594.6,1280575.4,1619510,371155,892046.2,2346973.8
"WEE","S1",1,1981,1020740,663545.68,1377934.32,1728180,385332,972929.28,2483430.72
"WEE","S1",1,1982,1088660,713414.08,1463905.92,1826710,402136,1038523.44,2614896.56
"WEE","S1",1,1983,1160200,766896.6,1553503.4,1926540,417958,1107342.32,2745737.68
"WEE","S1",1,1984,1214360,806444.8,1622275.2,2001670,429638,1159579.52,2843760.48
"WEE","S1",1,1985,1237280,822287.24,1652272.76,2035630,434878,1183269.12,2887990.88
"WEE","S1",1,1986,1233850,819747.08,1647952.92,2034490,433336,1185151.44,2883828.56
"WEE","S1",1,1987,1212140,805853.56,1618426.44,2009020,426462,1173154.48,2844885.52
"WEE","S1",1,1988,1181220,787199.24,1575240.76,1970570,416479,1154271.16,2786868.84
"WEE","S1",1,1989,1139850,762071.76,1517628.24,1922740,404973,1128992.92,2716487.08
"WEE","S1",1,1990,1112650,751186.8,1474113.2,1894910,396678,1117421.12,2672398.88
"WEE","S1",1,1991,1092050,745790.52,1438309.48,1882830,392647,1113241.88,2652418.12
"WEE","S1",1,1992,1077970,745604.96,1410335.04,1884170,392034,1115783.36,2652556.64
"WEE","S1",1,1993,1076660,756668.44,1396651.56,1899260,395898,1123299.92,2675220.08
"WEE","S1",1,1994,1090410,779881.32,1400938.68,1929810,403230,1139479.2,2720140.8
"WEE","S1",1,1995,1140560,832059.92,1449060.08,1987640,416289,1171713.56,2803566.44
"WEE","S1",1,1996,1187980,877974.64,1497985.36,2037020,426074,1201914.96,2872125.04
"WEE","S1",1,1997,1216730,901828.56,1531631.44,2046010,428049,1207033.96,2884986.04
"WEE","S1",1,1998,1224440,905718.52,1543161.48,2022450,422377,1194591.08,2850308.92
"WEE","S1",1,1999,1222720,901082.04,1544357.96,1984310,412168,1176460.72,2792159.28
"WEE","S1",1,2000,1204610,883730.56,1525489.44,1930370,398324,1149654.96,2711085.04
"WEE","S1",1,2001,1174080,857806.56,1490353.44,1867440,382551,1117640.04,2617239.96
"WEE","S1",1,2002,1133310,824551.2,1442068.8,1796150,365587,1079599.48,2512700.52
"WEE","S1",1,2003,1078290,780091.68,1376488.32,1710920,347094,1030615.76,2391224.24
"WEE","S1",1,2004,1004930,721000.48,1288859.52,1607890,326287,968367.48,2247412.52
"WEE","S1",1,2005,932952,664606.44,1201297.56,1507420,305946,907765.84,2107074.16
"WEE","S1",1,2006,865434,613409.36,1117458.64,1416770,287019,854212.76,1979327.24
"WEE","S1",1,2007,803342,567191.4,1039492.6,1340010,271138,808579.52,1871440.48
"WEE","S1",1,2008,751211,529901.52,972520.48,1285280,259407,776842.28,1793717.72
"WEE","S1",1,2009,707019,499705.88,914332.12,1249500,251140,757265.6,1741734.4
"WEE","S1",1,2010,662872,469368.256,856375.744,1221560,244692,741963.68,1701156.32
"WEE","S1",1,2011,615515,435917.064,795112.936,1195460,238717,727574.68,1663345.32
"WEE","S1",1,2012,572716,405572.688,739859.312,1186300,235702,724324.08,1648275.92
"WEE","S1",1,2013,537207,380027.74,694386.26,1194900,236041,732259.64,1657540.36
"WEE","S1",1,2014,505131,355704.52,654557.48,1206270,237983,739823.32,1672716.68
"WEE","S1",1,2015,472061,329244.032,614877.968,1204820,238551,737260.04,1672379.96
"WEE","S1",1,2016,432444,296823.368,568064.632,1182060,236565,718392.6,1645727.4
"WEE","S1",1,2017,392121,263846.644,520395.356,1150070,233179,693039.16,1607100.84
"WEE","S1",1,2018,353156,232210.672,474101.328,1111920,228689,663689.56,1560150.44
"WEE","S1",1,2019,314026,200656.072,427395.928,1061000,222336,625221.44,1496778.56
"WEE","S1",1,2020,281573,174418.624,388727.376,1015000,216286,591079.44,1438920.56
"WEE","S1",1,2021,257542,154763.324,360320.676,979053,211438,564634.52,1393471.48
"WEE","S1",1,2022,247448,145051.72,349844.28,961497,209920,550053.8,1372940.2
"WEE","S1",1,2023,287595,117506.984,457683.016,947226,209461,536682.44,1357769.56
"WEE","S2",0.2,1963,2023250,1142279,2904221,1897550,420361,1073642.44,2721457.56
"WEE","S2",0.2,1964,2036460,1153797.52,2919122.48,1909820,420987,1084685.48,2734954.52
"WEE","S2",0.2,1965,2050210,1162094.8,2938325.2,1922030,421436,1096015.44,2748044.56
"WEE","S2",0.2,1966,2045710,1148829.68,2942590.32,1916610,421879,1089727.16,2743492.84
"WEE","S2",0.2,1967,2040770,1126945.48,2954594.52,1909930,424340,1078223.6,2741636.4
"WEE","S2",0.2,1968,2037540,1099852.48,2975227.52,1903070,427831,1064521.24,2741618.76
"WEE","S2",0.2,1969,2030640,1072339.16,2988940.84,1894740,430780,1050411.2,2739068.8
"WEE","S2",0.2,1970,2020620,1047764.2,2993475.8,1885190,432473,1037542.92,2732837.08
"WEE","S2",0.2,1971,2001120,1022141.16,2980098.84,1868000,432013,1021254.52,2714745.48
"WEE","S2",0.2,1972,1950680,976424.76,2924935.24,1823390,428166,984184.64,2662595.36
"WEE","S2",0.2,1973,1883270,925120.08,2841419.92,1765580,420772,940866.88,2590293.12
"WEE","S2",0.2,1974,1797590,865474.76,2729705.24,1692860,410118,889028.72,2496691.28
"WEE","S2",0.2,1975,1709090,808795.36,2609384.64,1618570,397494,839481.76,2397658.24
"WEE","S2",0.2,1976,1639920,772667.04,2507172.96,1562780,384516,809128.64,2316431.36
"WEE","S2",0.2,1977,1586440,748144.08,2424735.92,1520060,372908,789160.32,2250959.68
"WEE","S2",0.2,1978,1561510,742755.28,2380264.72,1502610,364937,787333.48,2217886.52
"WEE","S2",0.2,1979,1596390,779275.8,2413504.2,1539760,364223,825882.92,2253637.08
"WEE","S2",0.2,1980,1677370,844266.12,2510473.88,1619510,371155,892046.2,2346973.8
"WEE","S2",0.2,1981,1789730,924642.84,2654817.16,1728180,385332,972929.28,2483430.72
"WEE","S2",0.2,1982,1890990,988364.92,2793615.08,1826710,402136,1038523.44,2614896.56
"WEE","S2",0.2,1983,1992850,1055713.24,2929986.76,1926540,417958,1107342.32,2745737.68
"WEE","S2",0.2,1984,2068120,1106614.56,3029625.44,2001670,429638,1159579.52,2843760.48
"WEE","S2",0.2,1985,2099620,1128569.36,3070670.64,2035630,434878,1183269.12,2887990.88
"WEE","S2",0.2,1986,2094030,1129037.72,3059022.28,2034490,433336,1185151.44,2883828.56
"WEE","S2",0.2,1987,2063780,1117403.8,3010156.2,2009020,426462,1173154.48,2844885.52
"WEE","S2",0.2,1988,2020220,1099319.88,2941120.12,1970570,416479,1154271.16,2786868.84
"WEE","S2",0.2,1989,1966780,1074727.16,2858832.84,1922740,404973,1128992.92,2716487.08
"WEE","S2",0.2,1990,1937100,1065930.96,2808269.04,1894910,396678,1117421.12,2672398.88
"WEE","S2",0.2,1991,1924260,1063810.2,2784709.8,1882830,392647,1113241.88,2652418.12
"WEE","S2",0.2,1992,1924570,1066823.04,2782316.96,1884170,392034,1115783.36,2652556.64
"WEE","S2",0.2,1993,1941880,1074001.8,2809758.2,1899260,395898,1123299.92,2675220.08
"WEE","S2",0.2,1994,1975480,1088636.84,2862323.16,1929810,403230,1139479.2,2720140.8
"WEE","S2",0.2,1995,2045750,1123315.2,2968184.8,1987640,416289,1171713.56,2803566.44
"WEE","S2",0.2,1996,2101280,1154711.72,3047848.28,2037020,426074,1201914.96,2872125.04
"WEE","S2",0.2,1997,2113540,1160360.64,3066719.36,2046010,428049,1207033.96,2884986.04
"WEE","S2",0.2,1998,2091180,1149221.64,3033138.36,2022450,422377,1194591.08,2850308.92
"WEE","S2",0.2,1999,2055240,1134573.12,2975906.88,1984310,412168,1176460.72,2792159.28
"WEE","S2",0.2,2000,2002530,1111398.36,2893661.64,1930370,398324,1149654.96,2711085.04
"WEE","S2",0.2,2001,1940170,1083026.72,2797313.28,1867440,382551,1117640.04,2617239.96
"WEE","S2",0.2,2002,1868310,1048379.28,2688240.72,1796150,365587,1079599.48,2512700.52
"WEE","S2",0.2,2003,1780970,1002040.52,2559899.48,1710920,347094,1030615.76,2391224.24
"WEE","S2",0.2,2004,1672760,940682.36,2404837.64,1607890,326287,968367.48,2247412.52
"WEE","S2",0.2,2005,1566770,880948.36,2252591.64,1507420,305946,907765.84,2107074.16
"WEE","S2",0.2,2006,1470120,827933.84,2112306.16,1416770,287019,854212.76,1979327.24
"WEE","S2",0.2,2007,1387900,782785.28,1993014.72,1340010,271138,808579.52,1871440.48
"WEE","S2",0.2,2008,1329140,751751.44,1906528.56,1285280,259407,776842.28,1793717.72
"WEE","S2",0.2,2009,1290470,732899,1848041,1249500,251140,757265.6,1741734.4
"WEE","S2",0.2,2010,1260540,718180.56,1802899.44,1221560,244692,741963.68,1701156.32
"WEE","S2",0.2,2011,1233590,704607.56,1762572.44,1195460,238717,727574.68,1663345.32
"WEE","S2",0.2,2012,1226590,703614.96,1749565.04,1186300,235702,724324.08,1648275.92
"WEE","S2",0.2,2013,1240190,714798.28,1765581.72,1194900,236041,732259.64,1657540.36
"WEE","S2",0.2,2014,1257450,725153.2,1789746.8,1206270,237983,739823.32,1672716.68
"WEE","S2",0.2,2015,1259110,723042.16,1795177.84,1204820,238551,737260.04,1672379.96
"WEE","S2",0.2,2016,1235690,702234.84,1769145.16,1182060,236565,718392.6,1645727.4
"WEE","S2",0.2,2017,1198470,672995.96,1723944.04,1150070,233179,693039.16,1607100.84
"WEE","S2",0.2,2018,1150860,638484.64,1663235.36,1111920,228689,663689.56,1560150.44
"WEE","S2",0.2,2019,1087650,594700.2,1580599.8,1061000,222336,625221.44,1496778.56
"WEE","S2",0.2,2020,1024540,553585.32,1495494.68,1015000,216286,591079.44,1438920.56
"WEE","S2",0.2,2021,968175,519352.64,1416997.36,979053,211438,564634.52,1393471.48
"WEE","S2",0.2,2022,926630,495318.28,1357941.72,961497,209920,550053.8,1372940.2
"WEE","S2",0.2,2023,896772,477590.72,1315953.28,947226,209461,536682.44,1357769.56
"WEE","S2",0.4,1963,2092080,1082056.72,3102103.28,1897550,420361,1073642.44,2721457.56
"WEE","S2",0.4,1964,2106090,1093842.12,3118337.88,1909820,420987,1084685.48,2734954.52
"WEE","S2",0.4,1965,2123450,1102723.16,3144176.84,1922030,421436,1096015.44,2748044.56
"WEE","S2",0.4,1966,2122680,1089448.36,3155911.64,1916610,421879,1089727.16,2743492.84
"WEE","S2",0.4,1967,2122010,1066156.04,3177863.96,1909930,424340,1078223.6,2741636.4
"WEE","S2",0.4,1968,2122350,1037015.68,3207684.32,1903070,427831,1064521.24,2741618.76
"WEE","S2",0.4,1969,2116190,1009360.36,3223019.64,1894740,430780,1050411.2,2739068.8
"WEE","S2",0.4,1970,2106060,986862.76,3225257.24,1885190,432473,1037542.92,2732837.08
"WEE","S2",0.4,1971,2083640,963682.28,3203597.72,1868000,432013,1021254.52,2714745.48
"WEE","S2",0.4,1972,2027600,920190.2,3135009.8,1823390,428166,984184.64,2662595.36
"WEE","S2",0.4,1973,1951350,870349.24,3032350.76,1765580,420772,940866.88,2590293.12
"WEE","S2",0.4,1974,1855010,811945.04,2898074.96,1692860,410118,889028.72,2496691.28
"WEE","S2",0.4,1975,1755900,756886.04,2754913.96,1618570,397494,839481.76,2397658.24
"WEE","S2",0.4,1976,1677280,723024.6,2631535.4,1562780,384516,809128.64,2316431.36
"WEE","S2",0.4,1977,1617160,701708.68,2532611.32,1520060,372908,789160.32,2250959.68
"WEE","S2",0.4,1978,1588490,700165.08,2476814.92,1502610,364937,787333.48,2217886.52
"WEE","S2",0.4,1979,1625050,742093.52,2508006.48,1539760,364223,825882.92,2253637.08
"WEE","S2",0.4,1980,1711230,813097.24,2609362.76,1619510,371155,892046.2,2346973.8
"WEE","S2",0.4,1981,1831120,900082.76,2762157.24,1728180,385332,972929.28,2483430.72
"WEE","S2",0.4,1982,1938950,970229.8,2907670.2,1826710,402136,1038523.44,2614896.56
