"Dataset","Scenario","q","Year","SSB","SSB_95_lo","SSB_95_hi","SSB_base","StdDev_base","SSB_base_95_lo","SSB_base_95_hi"
"WEE","S2",0.4,1983,2046700,1043758.2,3049641.8,1926540,417958,1107342.32,2745737.68
"WEE","S2",0.4,1984,2126380,1100024.04,3152735.96,2001670,429638,1159579.52,2843760.48
"WEE","S2",0.4,1985,2160020,1126080.8,3193959.2,2035630,434878,1183269.12,2887990.88
"WEE","S2",0.4,1986,2153960,1128717.32,3179202.68,2034490,433336,1185151.44,2883828.56
"WEE","S2",0.4,1987,2121170,1117379.52,3124960.48,2009020,426462,1173154.48,2844885.52
"WEE","S2",0.4,1988,2073890,1098545,3049235,1970570,416479,1154271.16,2786868.84
"WEE","S2",0.4,1989,2015220,1072020.96,2958419.04,1922740,404973,1128992.92,2716487.08
"WEE","S2",0.4,1990,1981960,1061945.8,2901974.2,1894910,396678,1117421.12,2672398.88
"WEE","S2",0.4,1991,1965940,1058491.36,2873388.64,1882830,392647,1113241.88,2652418.12
"WEE","S2",0.4,1992,1962780,1059886.4,2865673.6,1884170,392034,1115783.36,2652556.64
"WEE","S2",0.4,1993,1982220,1068205.36,2896234.64,1899260,395898,1123299.92,2675220.08
"WEE","S2",0.4,1994,2020870,1085038.6,2956701.4,1929810,403230,1139479.2,2720140.8
"WEE","S2",0.4,1995,2106430,1127253.2,3085606.8,1987640,416289,1171713.56,2803566.44
"WEE","S2",0.4,1996,2172220,1163435.44,3181004.56,2037020,426074,1201914.96,2872125.04
"WEE","S2",0.4,1997,2194230,1174969.24,3213490.76,2046010,428049,1207033.96,2884986.04
"WEE","S2",0.4,1998,2177830,1168063.48,3187596.52,2022450,422377,1194591.08,2850308.92
"WEE","S2",0.4,1999,2145490,1156758.2,3134221.8,1984310,412168,1176460.72,2792159.28
"WEE","S2",0.4,2000,2093480,1135083.12,3051876.88,1930370,398324,1149654.96,2711085.04
"WEE","S2",0.4,2001,2029510,1106708.68,2952311.32,1867440,382551,1117640.04,2617239.96
"WEE","S2",0.4,2002,1954290,1071070.88,2837509.12,1796150,365587,1079599.48,2512700.52
"WEE","S2",0.4,2003,1861960,1022799.72,2701120.28,1710920,347094,1030615.76,2391224.24
"WEE","S2",0.4,2004,1746260,957926.44,2534593.56,1607890,326287,968367.48,2247412.52
"WEE","S2",0.4,2005,1632550,894711.92,2370388.08,1507420,305946,907765.84,2107074.16
"WEE","S2",0.4,2006,1527640,837945.4,2217334.6,1416770,287019,854212.76,1979327.24
"WEE","S2",0.4,2007,1437660,789209.68,2086110.32,1340010,271138,808579.52,1871440.48
"WEE","S2",0.4,2008,1372070,754967.92,1989172.08,1285280,259407,776842.28,1793717.72
"WEE","S2",0.4,2009,1326960,732985.92,1920934.08,1249500,251140,757265.6,1741734.4
"WEE","S2",0.4,2010,1290470,715029.68,1865910.32,1221560,244692,741963.68,1701156.32
"WEE","S2",0.4,2011,1256190,698011.4,1814368.6,1195460,238717,727574.68,1663345.32
"WEE","S2",0.4,2012,1242060,694169.44,1789950.56,1186300,235702,724324.08,1648275.92
"WEE","S2",0.4,2013,1248290,702616.2,1793963.8,1194900,236041,732259.64,1657540.36
"WEE","S2",0.4,2014,1258500,710048.88,1806951.12,1206270,237983,739823.32,1672716.68
"WEE","S2",0.4,2015,1251650,703400.76,1799899.24,1204820,238551,737260.04,1672379.96
"WEE","S2",0.4,2016,1217930,676509.4,1759350.6,1182060,236565,718392.6,1645727.4
"WEE","S2",0.4,2017,1168360,640091,1696629,1150070,233179,693039.16,1607100.84
"WEE","S2",0.4,2018,1107260,598291.12,1616228.88,1111920,228689,663689.56,1560150.44
"WEE","S2",0.4,2019,1031560,548888.44,1514231.56,1061000,222336,625221.44,1496778.56
"WEE","S2",0.4,2020,954972,502449.16,1407494.84,1015000,216286,591079.44,1438920.56
"WEE","S2",0.4,2021,883981,463094.52,1304867.48,979053,211438,564634.52,1393471.48
"WEE","S2",0.4,2022,824369,432670.84,1216067.16,961497,209920,550053.8,1372940.2
"WEE","S2",0.4,2023,784092,414040.08,1154143.92,947226,209461,536682.44,1357769.56
"WEE","S2",0.6,1963,2380510,981230.72,3779789.28,1897550,420361,1073642.44,2721457.56
"WEE","S2",0.6,1964,2395640,993783.32,3797496.68,1909820,420987,1084685.48,2734954.52
"WEE","S2",0.6,1965,2417320,1006317.96,3828322.04,1922030,421436,1096015.44,2748044.56
"WEE","S2",0.6,1966,2419910,997990.76,3841829.24,1916610,421879,1089727.16,2743492.84
"WEE","S2",0.6,1967,2422080,980880.24,3863279.76,1909930,424340,1078223.6,2741636.4
"WEE","S2",0.6,1968,2423430,957816.48,3889043.52,1903070,427831,1064521.24,2741618.76
"WEE","S2",0.6,1969,2412720,937757.28,3887682.72,1894740,430780,1050411.2,2739068.8
"WEE","S2",0.6,1970,2395800,924594.6,3867005.4,1885190,432473,1037542.92,2732837.08
"WEE","S2",0.6,1971,2362350,910238.92,3814461.08,1868000,432013,1021254.52,2714745.48
"WEE","S2",0.6,1972,2291790,874466.96,3709113.04,1823390,428166,984184.64,2662595.36
"WEE","S2",0.6,1973,2197190,830534.92,3563845.08,1765580,420772,940866.88,2590293.12
"WEE","S2",0.6,1974,2080380,776746.76,3384013.24,1692860,410118,889028.72,2496691.28
"WEE","S2",0.6,1975,1960820,725784.8,3195855.2,1618570,397494,839481.76,2397658.24
"WEE","S2",0.6,1976,1863160,696046.64,3030273.36,1562780,384516,809128.64,2316431.36
"WEE","S2",0.6,1977,1787220,679431.92,2895008.08,1520060,372908,789160.32,2250959.68
"WEE","S2",0.6,1978,1746160,683001.12,2809318.88,1502610,364937,787333.48,2217886.52
"WEE","S2",0.6,1979,1776590,731786.52,2821393.48,1539760,364223,825882.92,2253637.08
"WEE","S2",0.6,1980,1861120,810336.56,2911903.44,1619510,371155,892046.2,2346973.8
"WEE","S2",0.6,1981,1982390,905217.12,3059562.88,1728180,385332,972929.28,2483430.72
"WEE","S2",0.6,1982,2091200,982341.76,3200058.24,1826710,402136,1038523.44,2614896.56
"WEE","S2",0.6,1983,2199530,1062002.84,3337057.16,1926540,417958,1107342.32,2745737.68
"WEE","S2",0.6,1984,2278530,1123182.52,3433877.48,2001670,429638,1159579.52,2843760.48
"WEE","S2",0.6,1985,2309540,1152650,3466430,2035630,434878,1183269.12,2887990.88
"WEE","S2",0.6,1986,2298400,1156602,3440198,2034490,433336,1185151.44,2883828.56
"WEE","S2",0.6,1987,2258770,1144696.2,3372843.8,2009020,426462,1173154.48,2844885.52
"WEE","S2",0.6,1988,2204010,1124365.56,3283654.44,1970570,416479,1154271.16,2786868.84
"WEE","S2",0.6,1989,2136880,1095089.04,3178670.96,1922740,404973,1128992.92,2716487.08
"WEE","S2",0.6,1990,2096950,1082373.64,3111526.36,1894910,396678,1117421.12,2672398.88
"WEE","S2",0.6,1991,2075290,1076050.64,3074529.36,1882830,392647,1113241.88,2652418.12
"WEE","S2",0.6,1992,2066880,1074388.92,3059371.08,1884170,392034,1115783.36,2652556.64
"WEE","S2",0.6,1993,2087730,1082879.16,3092580.84,1899260,395898,1123299.92,2675220.08
"WEE","S2",0.6,1994,2132440,1101789.68,3163090.32,1929810,403230,1139479.2,2720140.8
"WEE","S2",0.6,1995,2234280,1151317.28,3317242.72,1987640,416289,1171713.56,2803566.44
"WEE","S2",0.6,1996,2313320,1193164.32,3433475.68,2037020,426074,1201914.96,2872125.04
"WEE","S2",0.6,1997,2346890,1211940.24,3481839.76,2046010,428049,1207033.96,2884986.04
"WEE","S2",0.6,1998,2337480,1210670.12,3464289.88,2022450,422377,1194591.08,2850308.92
"WEE","S2",0.6,1999,2308350,1203370.6,3413329.4,1984310,412168,1176460.72,2792159.28
"WEE","S2",0.6,2000,2255960,1183473.48,3328446.52,1930370,398324,1149654.96,2711085.04
"WEE","S2",0.6,2001,2188520,1154829.72,3222210.28,1867440,382551,1117640.04,2617239.96
"WEE","S2",0.6,2002,2107760,1117695.4,3097824.6,1796150,365587,1079599.48,2512700.52
"WEE","S2",0.6,2003,2007890,1066868.52,2948911.48,1710920,347094,1030615.76,2391224.24
"WEE","S2",0.6,2004,1882220,998109.08,2766330.92,1607890,326287,968367.48,2247412.52
"WEE","S2",0.6,2005,1758350,930986.96,2585713.04,1507420,305946,907765.84,2107074.16
"WEE","S2",0.6,2006,1642800,869915.16,2415684.84,1416770,287019,854212.76,1979327.24
"WEE","S2",0.6,2007,1542810,816782.88,2268837.12,1340010,271138,808579.52,1871440.48
"WEE","S2",0.6,2008,1468030,778061,2157999,1285280,259407,776842.28,1793717.72
"WEE","S2",0.6,2009,1414050,751430.84,2076669.16,1249500,251140,757265.6,1741734.4
"WEE","S2",0.6,2010,1368490,728677.4,2008302.6,1221560,244692,741963.68,1701156.32
"WEE","S2",0.6,2011,1323780,706381.96,1941178.04,1195460,238717,727574.68,1663345.32
"WEE","S2",0.6,2012,1297680,696765.56,1898594.44,1186300,235702,724324.08,1648275.92
"WEE","S2",0.6,2013,1289860,699023.88,1880696.12,1194900,236041,732259.64,1657540.36
"WEE","S2",0.6,2014,1286140,701219.16,1871060.84,1206270,237983,739823.32,1672716.68
"WEE","S2",0.6,2015,1265530,689597.72,1841462.28,1204820,238551,737260.04,1672379.96
"WEE","S2",0.6,2016,1218360,657921.52,1778798.48,1182060,236565,718392.6,1645727.4
"WEE","S2",0.6,2017,1155360,616720.64,1693999.36,1150070,233179,693039.16,1607100.84
"WEE","S2",0.6,2018,1081550,570630.92,1592469.08,1111920,228689,663689.56,1560150.44
"WEE","S2",0.6,2019,996115,518907.92,1473322.08,1061000,222336,625221.44,1496778.56
"WEE","S2",0.6,2020,911350,471034.04,1351665.96,1015000,216286,591079.44,1438920.56
"WEE","S2",0.6,2021,832874,430474.24,1235273.76,979053,211438,564634.52,1393471.48
"WEE","S2",0.6,2022,767986,399590.28,1136381.72,961497,209920,550053.8,1372940.2
"WEE","S2",0.6,2023,749049,375900.28,1122197.72,947226,209461,536682.44,1357769.56
"WEE","S2",0.8,1963,2703710,883936.24,4523483.76,1897550,420361,1073642.44,2721457.56
"WEE","S2",0.8,1964,2719650,897559.52,4541740.48,1909820,420987,1084685.48,2734954.52
"WEE","S2",0.8,1965,2744120,915698.72,4572541.28,1922030,421436,1096015.44,2748044.56
"WEE","S2",0.8,1966,2748090,914933.36,4581246.64,1916610,421879,1089727.16,2743492.84
"WEE","S2",0.8,1967,2750370,907901.4,4592838.6,1909930,424340,1078223.6,2741636.4
"WEE","S2",0.8,1968,2750270,894438.12,4606101.88,1903070,427831,1064521.24,2741618.76
"WEE","S2",0.8,1969,2732990,882812.72,4583167.28,1894740,430780,1050411.2,2739068.8
"WEE","S2",0.8,1970,2707230,877640.56,4536819.44,1885190,432473,1037542.92,2732837.08
"WEE","S2",0.8,1971,2661620,869182.36,4454057.64,1868000,432013,1021254.52,2714745.48
"WEE","S2",0.8,1972,2576120,837745.04,4314494.96,1823390,428166,984184.64,2662595.36
"WEE","S2",0.8,1973,2463810,796351.76,4131268.24,1765580,420772,940866.88,2590293.12
"WEE","S2",0.8,1974,2327550,744056.2,3911043.8,1692860,410118,889028.72,2496691.28
"WEE","S2",0.8,1975,2188210,694086.32,3682333.68,1618570,397494,839481.76,2397658.24
"WEE","S2",0.8,1976,2071550,665357.8,3477742.2,1562780,384516,809128.64,2316431.36
"WEE","S2",0.8,1977,1978520,649738,3307302,1520060,372908,789160.32,2250959.68
"WEE","S2",0.8,1978,1922600,653835.16,3191364.84,1502610,364937,787333.48,2217886.52
"WEE","S2",0.8,1979,1941660,703151.68,3180168.32,1539760,364223,825882.92,2253637.08
"WEE","S2",0.8,1980,2017890,781898.32,3253881.68,1619510,371155,892046.2,2346973.8
"WEE","S2",0.8,1981,2133000,876536.12,3389463.88,1728180,385332,972929.28,2483430.72
"WEE","S2",0.8,1982,2237110,953023.84,3521196.16,1826710,402136,1038523.44,2614896.56
"WEE","S2",0.8,1983,2341000,1032239.4,3649760.6,1926540,417958,1107342.32,2745737.68
"WEE","S2",0.8,1984,2415560,1093491,3737629,2001670,429638,1159579.52,2843760.48
"WEE","S2",0.8,1985,2441900,1123486.4,3760313.6,2035630,434878,1183269.12,2887990.88
"WEE","S2",0.8,1986,2425260,1128094.76,3722425.24,2034490,433336,1185151.44,2883828.56
"WEE","S2",0.8,1987,2378800,1116567.84,3641032.16,2009020,426462,1173154.48,2844885.52
"WEE","S2",0.8,1988,2317120,1096673.08,3537566.92,1970570,416479,1154271.16,2786868.84
"WEE","S2",0.8,1989,2242870,1067358.04,3418381.96,1922740,404973,1128992.92,2716487.08
"WEE","S2",0.8,1990,2196140,1054032.32,3338247.68,1894910,396678,1117421.12,2672398.88
"WEE","S2",0.8,1991,2168700,1046480.44,3290919.56,1882830,392647,1113241.88,2652418.12
"WEE","S2",0.8,1992,2155570,1043262.16,3267877.84,1884170,392034,1115783.36,2652556.64
"WEE","S2",0.8,1993,2177970,1050754.4,3305185.6,1899260,395898,1123299.92,2675220.08
"WEE","S2",0.8,1994,2229280,1069255.96,3389304.04,1929810,403230,1139479.2,2720140.8
"WEE","S2",0.8,1995,2343220,1119987.92,3566452.08,1987640,416289,1171713.56,2803566.44
"WEE","S2",0.8,1996,2434400,1163906.44,3704893.56,2037020,426074,1201914.96,2872125.04
"WEE","S2",0.8,1997,2479910,1187313.52,3772506.48,2046010,428049,1207033.96,2884986.04
"WEE","S2",0.8,1998,2479080,1191195.36,3766964.64,2022450,422377,1194591.08,2850308.92
"WEE","S2",0.8,1999,2453840,1188448.32,3719231.68,1984310,412168,1176460.72,2792159.28
"WEE","S2",0.8,2000,2401790,1172158.52,3631421.48,1930370,398324,1149654.96,2711085.04
"WEE","S2",0.8,2001,2331410,1145788.36,3517031.64,1867440,382551,1117640.04,2617239.96
"WEE","S2",0.8,2002,2245490,1110101.2,3380878.8,1796150,365587,1079599.48,2512700.52
"WEE","S2",0.8,2003,2138920,1060126.2,3217713.8,1710920,347094,1030615.76,2391224.24
"WEE","S2",0.8,2004,2005500,991884.04,3019115.96,1607890,326287,968367.48,2247412.52
"WEE","S2",0.8,2005,1873250,925011.8,2821488.2,1507420,305946,907765.84,2107074.16
"WEE","S2",0.8,2006,1748790,863524.64,2634055.36,1416770,287019,854212.76,1979327.24
"WEE","S2",0.8,2007,1640070,809100.56,2471039.44,1340010,271138,808579.52,1871440.48
"WEE","S2",0.8,2008,1556830,767896.68,2345763.32,1285280,259407,776842.28,1793717.72
"WEE","S2",0.8,2009,1494720,737913.04,2251526.96,1249500,251140,757265.6,1741734.4
"WEE","S2",0.8,2010,1441720,711518.08,2171921.92,1221560,244692,741963.68,1701156.32
"WEE","S2",0.8,2011,1389540,685447.24,2093632.76,1195460,238717,727574.68,1663345.32
"WEE","S2",0.8,2012,1355040,670862.8,2039217.2,1186300,235702,724324.08,1648275.92
"WEE","S2",0.8,2013,1337830,667368.88,2008291.12,1194900,236041,732259.64,1657540.36
"WEE","S2",0.8,2014,1325690,664564.36,1986815.64,1206270,237983,739823.32,1672716.68
"WEE","S2",0.8,2015,1297870,649356.96,1946383.04,1204820,238551,737260.04,1672379.96
"WEE","S2",0.8,2016,1244300,615457.52,1873142.48,1182060,236565,718392.6,1645727.4
"WEE","S2",0.8,2017,1174690,572774,1776606,1150070,233179,693039.16,1607100.84
"WEE","S2",0.8,2018,1094150,526061.64,1662238.36,1111920,228689,663689.56,1560150.44
"WEE","S2",0.8,2019,1003160,475361.4,1530958.6,1061000,222336,625221.44,1496778.56
"WEE","S2",0.8,2020,913436,429223.88,1397648.12,1015000,216286,591079.44,1438920.56
"WEE","S2",0.8,2021,830326,390619.6,1270032.4,979053,211438,564634.52,1393471.48
"WEE","S2",0.8,2022,766148,362740.8,1169555.2,961497,209920,550053.8,1372940.2
"WEE","S2",0.8,2023,778899,329457.28,1228340.72,947226,209461,536682.44,1357769.56
"WEE","S2",1,1963,1448180,765972.6,2130387.4,1897550,420361,1073642.44,2721457.56
"WEE","S2",1,1964,1462500,780139.72,2144860.28,1909820,420987,1084685.48,2734954.52
"WEE","S2",1,1965,1485920,804921.92,2166918.08,1922030,421436,1096015.44,2748044.56
"WEE","S2",1,1966,1492730,813995.72,2171464.28,1916610,421879,1089727.16,2743492.84
"WEE","S2",1,1967,1499790,819534.76,2180045.24,1909930,424340,1078223.6,2741636.4
"WEE","S2",1,1968,1501430,818430.76,2184429.24,1903070,427831,1064521.24,2741618.76
"WEE","S2",1,1969,1495870,816796.64,2174943.36,1894740,430780,1050411.2,2739068.8
"WEE","S2",1,1970,1488950,820521.4,2157378.6,1885190,432473,1037542.92,2732837.08
"WEE","S2",1,1971,1468590,815833.56,2121346.44,1868000,432013,1021254.52,2714745.48
"WEE","S2",1,1972,1418160,787694.64,2048625.36,1823390,428166,984184.64,2662595.36
"WEE","S2",1,1973,1350690,747874.36,1953505.64,1765580,420772,940866.88,2590293.12
"WEE","S2",1,1974,1266810,697196.76,1836423.24,1692860,410118,889028.72,2496691.28
"WEE","S2",1,1975,1181910,648350.96,1715469.04,1618570,397494,839481.76,2397658.24
"WEE","S2",1,1976,1117190,619181.44,1615198.56,1562780,384516,809128.64,2316431.36
"WEE","S2",1,1977,1066920,601063.28,1532776.72,1520060,372908,789160.32,2250959.68
"WEE","S2",1,1978,1038030,598082.52,1477977.48,1502610,364937,787333.48,2217886.52
"WEE","S2",1,1979,1055740,632001.72,1479478.28,1539760,364223,825882.92,2253637.08
"WEE","S2",1,1980,1105980,687745.4,1524214.6,1619510,371155,892046.2,2346973.8
"WEE","S2",1,1981,1175990,752824.04,1599155.96,1728180,385332,972929.28,2483430.72
"WEE","S2",1,1982,1233090,799710.48,1666469.52,1826710,402136,1038523.44,2614896.56
"WEE","S2",1,1983,1293120,849785.64,1736454.36,1926540,417958,1107342.32,2745737.68
"WEE","S2",1,1984,1334310,885097.6,1783522.4,2001670,429638,1159579.52,2843760.48
"WEE","S2",1,1985,1344090,896057.52,1792122.48,2035630,434878,1183269.12,2887990.88
"WEE","S2",1,1986,1327500,887846.52,1767153.48,2034490,433336,1185151.44,2883828.56
"WEE","S2",1,1987,1291660,866916.24,1716403.76,2009020,426462,1173154.48,2844885.52
"WEE","S2",1,1988,1247590,841080.12,1654099.88,1970570,416479,1154271.16,2786868.84
"WEE","S2",1,1989,1194180,808587.24,1579772.76,1922740,404973,1128992.92,2716487.08
"WEE","S2",1,1990,1154880,789957.4,1519802.6,1894910,396678,1117421.12,2672398.88
"WEE","S2",1,1991,1123680,777385.24,1469974.76,1882830,392647,1113241.88,2652418.12
"WEE","S2",1,1992,1101550,771489.92,1431610.08,1884170,392034,1115783.36,2652556.64
"WEE","S2",1,1993,1097450,780610.12,1414289.88,1899260,395898,1123299.92,2675220.08
"WEE","S2",1,1994,1113230,805525.68,1420934.32,1929810,403230,1139479.2,2720140.8
"WEE","S2",1,1995,1166500,860698.84,1472301.16,1987640,416289,1171713.56,2803566.44
"WEE","S2",1,1996,1219460,911075.56,1527844.44,2037020,426074,1201914.96,2872125.04
"WEE","S2",1,1997,1254240,939599.24,1568880.76,2046010,428049,1207033.96,2884986.04
"WEE","S2",1,1998,1264810,945727.88,1583892.12,2022450,422377,1194591.08,2850308.92
"WEE","S2",1,1999,1261800,940424.68,1583175.32,1984310,412168,1176460.72,2792159.28
"WEE","S2",1,2000,1239540,920136.44,1558943.56,1930370,398324,1149654.96,2711085.04
"WEE","S2",1,2001,1203680,890123.12,1517236.88,1867440,382551,1117640.04,2617239.96
"WEE","S2",1,2002,1156820,851898.88,1461741.12,1796150,365587,1079599.48,2512700.52
"WEE","S2",1,2003,1096520,802843.4,1390196.6,1710920,347094,1030615.76,2391224.24
"WEE","S2",1,2004,1018430,739371.08,1297488.92,1607890,326287,968367.48,2247412.52
"WEE","S2",1,2005,941869,678646.88,1205091.12,1507420,305946,907765.84,2107074.16
"WEE","S2",1,2006,870124,623361.96,1116886.04,1416770,287019,854212.76,1979327.24
"WEE","S2",1,2007,803931,573095.92,1034766.08,1340010,271138,808579.52,1871440.48
"WEE","S2",1,2008,747913,531909.24,963916.76,1285280,259407,776842.28,1793717.72
"WEE","S2",1,2009,700414,498314.48,902513.52,1249500,251140,757265.6,1741734.4
"WEE","S2",1,2010,653811,465354.452,842267.548,1221560,244692,741963.68,1701156.32
"WEE","S2",1,2011,604751,429962.316,779539.684,1195460,238717,727574.68,1663345.32
"WEE","S2",1,2012,560350,397687.64,723012.36,1186300,235702,724324.08,1648275.92
"WEE","S2",1,2013,523521,370401.88,676640.12,1194900,236041,732259.64,1657540.36
"WEE","S2",1,2014,490352,344525.844,636178.156,1206270,237983,739823.32,1672716.68
"WEE","S2",1,2015,456452,316826.892,596077.108,1204820,238551,737260.04,1672379.96
"WEE","S2",1,2016,416358,283635.032,549080.968,1182060,236565,718392.6,1645727.4
"WEE","S2",1,2017,375939,250313.976,501564.024,1150070,233179,693039.16,1607100.84
"WEE","S2",1,2018,337146,218636.756,455655.244,1111920,228689,663689.56,1560150.44
"WEE","S2",1,2019,298360,187279.744,409440.256,1061000,222336,625221.44,1496778.56
"WEE","S2",1,2020,266578,161509.064,371646.936,1015000,216286,591079.44,1438920.56
"WEE","S2",1,2021,243461,142508.064,344413.936,979053,211438,564634.52,1393471.48
"WEE","S2",1,2022,281005,161797.408,400212.592,961497,209920,550053.8,1372940.2
"WEE","S2",1,2023,608290,116704.36,1099875.64,947226,209461,536682.44,1357769.56
