"Dataset","Scenario","q","Year","F","F_base","F_95_lo","F_95_hi","F_base_95_lo","F_base_95_hi"
"WEE","S2",0.6,2013,0.095135466,0.097699107,NA,NA,NA,NA
"WEE","S2",0.6,2014,0.148278723,0.150353715,NA,NA,NA,NA
"WEE","S2",0.6,2015,0.178752816,0.161445304,NA,NA,NA,NA
"WEE","S2",0.6,2016,0.27335741,0.245136238,NA,NA,NA,NA
"WEE","S2",0.6,2017,0.128880893,0.129137481,NA,NA,NA,NA
"WEE","S2",0.6,2018,0.246354063,0.250817287,NA,NA,NA,NA
"WEE","S2",0.6,2019,0.185844323,0.192978228,NA,NA,NA,NA
"WEE","S2",0.6,2021,NA,NA,NA,NA,NA,NA
"WEE","S2",0.6,2022,0.150539732,0.155423389,NA,NA,NA,NA
"WEE","S2",0.8,1976,NA,NA,NA,NA,NA,NA
"WEE","S2",0.8,1977,NA,NA,NA,NA,NA,NA
"WEE","S2",0.8,1978,NA,NA,NA,NA,NA,NA
"WEE","S2",0.8,1979,NA,NA,NA,NA,NA,NA
"WEE","S2",0.8,1980,NA,NA,NA,NA,NA,NA
"WEE","S2",0.8,1981,NA,NA,NA,NA,NA,NA
"WEE","S2",0.8,1982,NA,NA,NA,NA,NA,NA
"WEE","S2",0.8,1983,NA,NA,NA,NA,NA,NA
"WEE","S2",0.8,1984,NA,NA,NA,NA,NA,NA
"WEE","S2",0.8,1985,NA,NA,NA,NA,NA,NA
"WEE","S2",0.8,1986,NA,NA,NA,NA,NA,NA
"WEE","S2",0.8,1987,0.174932966,0.1738958,NA,NA,NA,NA
"WEE","S2",0.8,1988,0.400661463,0.385217312,NA,NA,NA,NA
"WEE","S2",0.8,1989,0.214709222,0.2207997,NA,NA,NA,NA
"WEE","S2",0.8,1990,0.139473141,0.145539998,NA,NA,NA,NA
"WEE","S2",0.8,1991,0.253218298,0.257925641,NA,NA,NA,NA
"WEE","S2",0.8,1992,0.241139579,0.236287481,NA,NA,NA,NA
"WEE","S2",0.8,1993,0.425432474,0.416667106,NA,NA,NA,NA
"WEE","S2",0.8,1994,0.230432252,0.245286647,NA,NA,NA,NA
"WEE","S2",0.8,1995,0.184952594,0.193059975,NA,NA,NA,NA
"WEE","S2",0.8,1996,0.350319659,0.354187971,NA,NA,NA,NA
"WEE","S2",0.8,1997,0.335951077,0.334632131,NA,NA,NA,NA
"WEE","S2",0.8,1998,0.360924827,0.357557949,NA,NA,NA,NA
"WEE","S2",0.8,1999,0.276813303,0.280136001,NA,NA,NA,NA
"WEE","S2",0.8,2000,0.115993744,0.120302198,NA,NA,NA,NA
"WEE","S2",0.8,2001,0.11620922,0.121094126,NA,NA,NA,NA
"WEE","S2",0.8,2002,0.151511959,0.156158622,NA,NA,NA,NA
"WEE","S2",0.8,2003,0.097898458,0.099520686,NA,NA,NA,NA
"WEE","S2",0.8,2004,0.233990852,0.232451922,NA,NA,NA,NA
"WEE","S2",0.8,2005,0.295953202,0.292434981,NA,NA,NA,NA
"WEE","S2",0.8,2006,0.168954548,0.152740409,NA,NA,NA,NA
"WEE","S2",0.8,2007,0.12213695,0.111885838,NA,NA,NA,NA
"WEE","S2",0.8,2008,0.154387092,0.15518617,NA,NA,NA,NA
"WEE","S2",0.8,2009,0.15389783,0.1563525,NA,NA,NA,NA
"WEE","S2",0.8,2010,0.100260499,0.102722863,NA,NA,NA,NA
"WEE","S2",0.8,2011,0.142591089,0.150421716,NA,NA,NA,NA
"WEE","S2",0.8,2012,0.12467923,0.131176749,NA,NA,NA,NA
"WEE","S2",0.8,2013,0.095135466,0.097699107,NA,NA,NA,NA
"WEE","S2",0.8,2014,0.148278723,0.150353715,NA,NA,NA,NA
"WEE","S2",0.8,2015,0.178752816,0.161445304,NA,NA,NA,NA
"WEE","S2",0.8,2016,0.27335741,0.245136238,NA,NA,NA,NA
"WEE","S2",0.8,2017,0.128880893,0.129137481,NA,NA,NA,NA
"WEE","S2",0.8,2018,0.246354063,0.250817287,NA,NA,NA,NA
"WEE","S2",0.8,2019,0.185844323,0.192978228,NA,NA,NA,NA
"WEE","S2",0.8,2021,NA,NA,NA,NA,NA,NA
"WEE","S2",0.8,2022,0.150539732,0.155423389,NA,NA,NA,NA
"WEE","S2",1,1976,NA,NA,NA,NA,NA,NA
"WEE","S2",1,1977,NA,NA,NA,NA,NA,NA
"WEE","S2",1,1978,NA,NA,NA,NA,NA,NA
"WEE","S2",1,1979,NA,NA,NA,NA,NA,NA
"WEE","S2",1,1980,NA,NA,NA,NA,NA,NA
"WEE","S2",1,1981,NA,NA,NA,NA,NA,NA
"WEE","S2",1,1982,NA,NA,NA,NA,NA,NA
"WEE","S2",1,1983,NA,NA,NA,NA,NA,NA
"WEE","S2",1,1984,NA,NA,NA,NA,NA,NA
"WEE","S2",1,1985,NA,NA,NA,NA,NA,NA
"WEE","S2",1,1986,NA,NA,NA,NA,NA,NA
"WEE","S2",1,1987,0.174932966,0.1738958,NA,NA,NA,NA
"WEE","S2",1,1988,0.400661463,0.385217312,NA,NA,NA,NA
"WEE","S2",1,1989,0.214709222,0.2207997,NA,NA,NA,NA
"WEE","S2",1,1990,0.139473141,0.145539998,NA,NA,NA,NA
"WEE","S2",1,1991,0.253218298,0.257925641,NA,NA,NA,NA
"WEE","S2",1,1992,0.241139579,0.236287481,NA,NA,NA,NA
"WEE","S2",1,1993,0.425432474,0.416667106,NA,NA,NA,NA
"WEE","S2",1,1994,0.230432252,0.245286647,NA,NA,NA,NA
"WEE","S2",1,1995,0.184952594,0.193059975,NA,NA,NA,NA
"WEE","S2",1,1996,0.350319659,0.354187971,NA,NA,NA,NA
"WEE","S2",1,1997,0.335951077,0.334632131,NA,NA,NA,NA
"WEE","S2",1,1998,0.360924827,0.357557949,NA,NA,NA,NA
"WEE","S2",1,1999,0.276813303,0.280136001,NA,NA,NA,NA
"WEE","S2",1,2000,0.115993744,0.120302198,NA,NA,NA,NA
"WEE","S2",1,2001,0.11620922,0.121094126,NA,NA,NA,NA
"WEE","S2",1,2002,0.151511959,0.156158622,NA,NA,NA,NA
"WEE","S2",1,2003,0.097898458,0.099520686,NA,NA,NA,NA
"WEE","S2",1,2004,0.233990852,0.232451922,NA,NA,NA,NA
"WEE","S2",1,2005,0.295953202,0.292434981,NA,NA,NA,NA
"WEE","S2",1,2006,0.168954548,0.152740409,NA,NA,NA,NA
"WEE","S2",1,2007,0.12213695,0.111885838,NA,NA,NA,NA
"WEE","S2",1,2008,0.154387092,0.15518617,NA,NA,NA,NA
"WEE","S2",1,2009,0.15389783,0.1563525,NA,NA,NA,NA
"WEE","S2",1,2010,0.100260499,0.102722863,NA,NA,NA,NA
"WEE","S2",1,2011,0.142591089,0.150421716,NA,NA,NA,NA
"WEE","S2",1,2012,0.12467923,0.131176749,NA,NA,NA,NA
"WEE","S2",1,2013,0.095135466,0.097699107,NA,NA,NA,NA
"WEE","S2",1,2014,0.148278723,0.150353715,NA,NA,NA,NA
"WEE","S2",1,2015,0.178752816,0.161445304,NA,NA,NA,NA
"WEE","S2",1,2016,0.27335741,0.245136238,NA,NA,NA,NA
"WEE","S2",1,2017,0.128880893,0.129137481,NA,NA,NA,NA
"WEE","S2",1,2018,0.246354063,0.250817287,NA,NA,NA,NA
"WEE","S2",1,2019,0.185844323,0.192978228,NA,NA,NA,NA
"WEE","S2",1,2021,NA,NA,NA,NA,NA,NA
"WEE","S2",1,2022,0.150539732,0.155423389,NA,NA,NA,NA
